timestamp,x,angle,x_target,phi_target,pwm_x,pwm_phi,,,,theta1,theta2
7.629,1.5475,17.259,1.6,20,30,100,,,,-0.0158,-0.0138
7.686,1.5475,17.259,1.6,20,30,100,,,,-0.0178,-0.0147
7.748,1.5475,17.259,1.6,20,30,100,,,,-0.019,-0.0152
7.808,1.5475,17.259,1.6,20,30,100,,,,-0.0191,-0.0142
7.875,1.5475,18.105,1.6,20,30,100,,,,-0.0185,-0.0137
7.937,1.5475,18.105,1.6,20,30,100,,,,-0.0175,-0.0146
8,1.5475,18.105,1.6,20,30,100,,,,-0.0156,-0.0145
8.059,1.5475,18.105,1.6,20,30,100,,,,-0.0138,-0.0138
8.127,1.5475,18.105,1.6,20,30,100,,,,-0.0121,-0.0128
8.186,1.5475,19.012,1.6,20,30,100,,,,-0.0105,-0.0121
8.25,1.5475,19.012,1.6,20,30,100,,,,-0.0095,-0.0118
8.307,1.5475,19.012,1.6,20,30,100,,,,-0.0089,-0.0147
8.374,1.5475,19.012,1.6,20,30,100,,,,-0.0085,-0.0165
8.432,1.5475,19.012,1.6,20,30,100,,,,-0.0083,-0.0189
8.498,1.5475,19.012,1.6,20,30,100,,,,-0.0082,-0.0196
8.564,1.5475,20.055,1.6,20,30,100,,,,-0.0088,-0.0188
8.623,1.5475,20.055,1.6,20,30,100,,,,-0.0097,-0.0177
8.684,1.5475,20.055,1.6,20,30,100,,,,-0.0116,-0.017
8.745,1.5475,20.055,1.6,20,30,100,,,,-0.0134,-0.0172
8.807,1.5475,20.055,1.6,20,30,100,,,,-0.0151,-0.0174
8.872,1.5475,20.945,1.6,20,30,100,,,,-0.0174,-0.0168
8.935,1.5475,20.945,1.6,20,30,93,,,,-0.0187,-0.0171
8.998,1.5475,20.945,1.6,20,30,93,,,,-0.0202,-0.0192
9.059,1.5475,20.945,1.6,20,30,93,,,,-0.0211,-0.0199
9.122,1.5475,20.945,1.6,20,30,93,,,,-0.021,-0.0183
9.185,1.5475,21.78,1.6,20,30,93,,,,-0.0196,-0.0168
9.254,1.5475,21.78,1.6,20,30,59,,,,-0.0188,-0.0158
9.333,1.5475,21.78,1.6,20,30,59,,,,-0.0164,-0.0146
9.42,1.5475,21.78,1.6,20,30,58,,,,-0.0143,-0.0145
9.466,1.5475,21.78,1.6,20,30,58,,,,-0.0124,-0.0151
9.529,1.5475,22.577,1.6,20,30,57,,,,-0.01,-0.0161
9.591,1.5475,22.577,1.6,20,30,25,,,,-0.0086,-0.0173
9.651,1.5475,22.577,1.6,20,30,25,,,,-0.0071,-0.0168
9.714,1.5475,22.577,1.6,20,30,24,,,,-0.0062,-0.0165
9.781,1.5475,22.577,1.6,20,30,24,,,,-0.0063,-0.0169
9.843,1.5475,23.555,1.6,20,30,23,,,,-0.007,-0.0172
9.909,1.5475,23.555,1.6,20,30,-17,,,,-0.0074,-0.0186
9.964,1.5475,23.555,1.6,20,30,-17,,,,-0.0095,-0.0176
10.026,1.5475,23.555,1.6,20,30,-18,,,,-0.0108,-0.0169
10.091,1.5475,23.555,1.6,20,30,-19,,,,-0.0123,-0.0185
10.162,1.5475,24.087,1.6,20,30,-19,,,,-0.0144,-0.0194
10.217,1.5475,24.087,1.6,20,30,-41,,,,-0.0157,-0.0193
10.276,1.5475,24.087,1.6,20,30,-42,,,,-0.0171,-0.0186
10.349,1.5475,24.087,1.6,20,30,-43,,,,-0.0179,-0.0163
10.405,1.5475,24.087,1.6,20,30,-44,,,,-0.0178,-0.0155
10.468,1.5475,24.258,1.6,20,30,-44,,,,-0.0177,-0.0138
10.529,1.5475,24.258,1.6,20,30,-52,,,,-0.0158,-0.0083
10.593,1.5475,24.258,1.6,20,30,-53,,,,-0.0127,-0.0024
10.655,1.5475,24.258,1.6,20,30,-54,,,,-0.0108,-0.0002
10.72,1.5475,24.258,1.6,20,30,-54,,,,-0.0097,0.0012
10.786,1.5475,23.675,1.6,20,30,-55,,,,-0.0084,0.0007
10.843,1.5475,23.675,1.6,20,30,-33,,,,-0.0069,-0.0015
10.903,1.5475,23.675,1.6,20,30,-33,,,,-0.0067,-0.0035
10.968,1.5475,23.675,1.6,20,30,-34,,,,-0.004,-0.0027
11.029,1.5475,23.675,1.6,20,31,-35,,,,-0.0037,-0.0029
11.089,1.5475,23.675,1.6,20,31,-35,,,,-0.0054,-0.0126
11.155,1.5475,23.187,1.6,20,31,-36,,,,-0.0058,-0.0159
11.216,1.5475,23.187,1.6,20,31,-17,,,,-0.006,-0.0236
11.277,1.5475,23.187,1.6,20,31,-18,,,,-0.0107,-0.0302
11.336,1.5475,23.187,1.6,20,31,-18,,,,-0.0141,-0.0334
11.406,1.5475,23.187,1.6,20,31,-19,,,,-0.0168,-0.0354
11.469,1.5475,22.846,1.6,20,31,-19,,,,-0.019,-0.0334
11.529,1.5475,22.846,1.6,20,31,-6,,,,-0.0204,-0.0303
11.598,1.5475,22.846,1.6,20,31,-7,,,,-0.0205,-0.0271
11.657,1.5475,22.846,1.6,20,31,-8,,,,-0.02,-0.022
11.718,1.5475,22.846,1.6,20,31,-8,,,,-0.0184,-0.0183
11.777,1.5475,22.489,1.6,20,31,-9,,,,-0.0168,-0.0161
11.846,1.5475,22.489,1.6,20,31,5,,,,-0.0158,-0.0148
11.904,1.5475,22.489,1.6,20,31,5,,,,-0.0133,-0.0089
11.967,1.5475,22.489,1.6,20,31,4,,,,-0.0118,-0.0053
12.025,1.5475,22.489,1.6,20,31,4,,,,-0.0103,-0.0032
12.108,1.5475,22.308,1.6,20,31,3,,,,-0.0087,-0.0026
12.184,1.5475,22.308,1.6,20,31,10,,,,-0.0078,-0.0022
12.256,1.5475,22.308,1.6,20,31,10,,,,-0.0066,-0.0039
12.306,1.5475,22.308,1.6,20,31,9,,,,-0.0072,-0.0119
12.372,1.5475,22.308,1.6,20,31,9,,,,-0.0075,-0.0174
12.438,1.5475,22.28,1.6,20,31,8,,,,-0.0071,-0.02
12.505,1.5475,22.28,1.6,20,31,9,,,,-0.01,-0.0267
12.558,1.5475,22.28,1.6,20,31,9,,,,-0.0118,-0.0308
12.621,1.5475,22.28,1.6,20,31,8,,,,-0.0128,-0.0332
12.686,1.5475,22.28,1.6,20,31,8,,,,-0.0141,-0.0314
12.75,1.5475,22.28,1.6,20,31,7,,,,-0.0168,-0.0291
12.814,1.5475,22.159,1.6,20,31,7,,,,-0.0177,-0.0264
12.873,1.5475,22.159,1.6,20,31,11,,,,-0.0177,-0.0235
12.938,1.5475,22.159,1.6,20,31,11,,,,-0.017,-0.0205
12.999,1.5475,22.159,1.6,20,31,10,,,,-0.0166,-0.0187
13.06,1.5475,22.159,1.6,20,31,10,,,,-0.0164,-0.0163
13.124,1.5475,22.006,1.6,20,31,10,,,,-0.0143,-0.0104
13.186,1.5475,22.006,1.6,20,31,15,,,,-0.0124,-0.0056
13.252,1.5475,22.006,1.6,20,31,15,,,,-0.0113,-0.0027
13.307,1.5475,22.006,1.6,20,31,15,,,,-0.0081,0.0003
13.37,1.5475,22.006,1.6,20,31,14,,,,-0.0074,-0.0011
13.436,1.5475,22.038,1.6,20,31,14,,,,-0.007,-0.0058
13.497,1.5475,22.038,1.6,20,31,12,,,,-0.0068,-0.0092
13.565,1.5475,22.038,1.6,20,31,12,,,,-0.0073,-0.0151
13.623,1.5475,22.038,1.6,20,31,11,,,,-0.0076,-0.0193
13.683,1.5475,22.038,1.6,20,31,11,,,,-0.0077,-0.0237
13.75,1.5475,22.044,1.6,20,31,11,,,,-0.0078,-0.0283
13.81,1.5475,22.044,1.6,20,31,10,,,,-0.0111,-0.0317
13.877,1.5475,22.044,1.6,20,31,10,,,,-0.0137,-0.0337
13.937,1.5475,22.044,1.6,20,31,9,,,,-0.0159,-0.035
13.996,1.5475,22.044,1.6,20,31,9,,,,-0.0172,-0.0306
14.055,1.5475,22.044,1.6,20,31,9,,,,-0.0174,-0.0267
14.125,1.5475,21.945,1.6,20,31,8,,,,-0.0175,-0.025
14.187,1.5475,21.945,1.6,20,31,12,,,,-0.0162,-0.0246
14.247,1.5475,21.945,1.6,20,31,11,,,,-0.0155,-0.0224
14.31,1.5475,21.945,1.6,20,31,11,,,,-0.0157,-0.0199
14.376,1.5475,21.945,1.6,20,31,11,,,,-0.0145,-0.017
14.437,1.5475,21.852,1.6,20,31,10,,,,-0.0126,-0.0096
14.5,1.5475,21.852,1.6,20,31,14,,,,-0.0107,-0.0057
14.558,1.5475,21.852,1.6,20,31,13,,,,-0.0096,-0.0041
14.628,1.5475,21.852,1.6,20,31,13,,,,-0.0083,-0.0076
14.689,1.5475,21.852,1.6,20,31,13,,,,-0.0088,-0.0109
14.751,1.5475,21.885,1.6,20,31,12,,,,-0.0079,-0.0142
14.816,1.5475,21.885,1.6,20,32,11,,,,-0.0086,-0.0181
14.874,1.5475,21.885,1.6,20,32,10,,,,-0.0083,-0.0211
14.934,1.5475,21.885,1.6,20,32,10,,,,-0.0082,-0.0223
14.998,1.5475,21.885,1.6,20,32,10,,,,-0.0088,-0.0236
15.058,1.5475,21.89,1.6,20,32,9,,,,-0.011,-0.0263
15.12,1.5475,21.89,1.6,20,32,9,,,,-0.013,-0.0273
15.186,1.5475,21.89,1.6,20,32,8,,,,-0.0142,-0.0266
15.25,1.5475,21.89,1.6,20,32,8,,,,-0.0149,-0.0262
15.311,1.5475,21.89,1.6,20,32,8,,,,-0.0154,-0.0247
15.372,1.5475,21.857,1.6,20,32,7,,,,-0.0156,-0.0231
15.436,1.5475,21.857,1.6,20,32,8,,,,-0.017,-0.0228
15.511,1.5475,21.857,1.6,20,32,8,,,,-0.016,-0.0201
15.571,1.5475,21.857,1.6,20,32,7,,,,-0.0154,-0.0172
15.635,1.5475,21.857,1.6,20,32,7,,,,-0.0143,-0.0154
15.69,1.5475,21.83,1.6,20,32,7,,,,-0.0124,-0.0118
15.76,1.5475,21.83,1.6,20,32,8,,,,-0.0113,-0.0103
15.828,1.5475,21.83,1.6,20,32,7,,,,-0.01,-0.0119
15.873,1.5475,21.83,1.6,20,32,7,,,,-0.0092,-0.0129
15.949,1.5475,21.83,1.6,20,32,7,,,,-0.0087,-0.0135
16.01,1.5475,21.841,1.6,20,32,6,,,,-0.0084,-0.0151
16.073,1.5475,21.841,1.6,20,32,5,,,,-0.0083,-0.0161
16.132,1.5475,21.841,1.6,20,32,5,,,,-0.0094,-0.0199
16.196,1.5475,21.841,1.6,20,32,5,,,,-0.0095,-0.0222
16.256,1.5475,21.841,1.6,20,32,4,,,,-0.0102,-0.0235
16.318,1.5475,21.841,1.6,20,32,4,,,,-0.0106,-0.0244
16.37,1.5475,21.846,1.6,20,32,4,,,,-0.0121,-0.0255
16.446,1.5475,21.846,1.6,20,32,3,,,,-0.0137,-0.0268
16.508,1.5475,21.846,1.6,20,32,3,,,,-0.0146,-0.0263
16.567,1.5475,21.846,1.6,20,32,2,,,,-0.0152,-0.0248
16.629,1.5475,21.846,1.6,20,32,2,,,,-0.0161,-0.0225
16.693,1.5475,21.846,1.6,20,32,2,,,,-0.0161,-0.0206
16.751,1.5475,21.846,1.6,20,32,1,,,,-0.016,-0.0207
16.818,1.5475,21.846,1.6,20,32,1,,,,-0.0147,-0.0188
16.881,1.5475,21.846,1.6,20,32,1,,,,-0.0133,-0.017
16.946,1.5475,21.846,1.6,20,32,0,,,,-0.0118,-0.016
17.009,1.5475,21.846,1.6,20,32,0,,,,-0.0109,-0.0153
17.07,1.5475,21.846,1.6,20,32,0,,,,-0.0104,-0.0143
17.131,1.5475,21.846,1.6,20,32,-1,,,,-0.0101,-0.0137
17.204,1.5475,21.846,1.6,20,32,-1,,,,-0.0092,-0.0133
17.253,1.5475,21.846,1.6,20,32,-1,,,,-0.0094,-0.0144
17.316,1.5475,21.846,1.6,20,32,-2,,,,-0.0088,-0.0157
17.383,1.5475,21.846,1.6,20,32,-2,,,,-0.0098,-0.0184
17.45,1.5475,21.846,1.6,20,32,-2,,,,-0.0103,-0.0206
17.498,1.5475,21.846,1.6,20,32,-3,,,,-0.0107,-0.022
17.572,1.5475,21.846,1.6,20,32,-3,,,,-0.0109,-0.0234
17.63,1.5475,21.846,1.6,20,32,-4,,,,-0.0123,-0.0256
17.699,1.5475,21.846,1.6,20,32,-4,,,,-0.0138,-0.0262
17.758,1.5475,21.846,1.6,20,32,-4,,,,-0.0147,-0.0266
17.819,1.5475,21.846,1.6,20,32,-5,,,,-0.0152,-0.0236
17.879,1.5475,21.846,1.6,20,32,-5,,,,-0.0155,-0.0225
17.947,1.5475,21.846,1.6,20,32,-5,,,,-0.0157,-0.0205
18.002,1.5475,21.852,1.6,20,32,-6,,,,-0.0145,-0.0219
18.059,1.5475,21.852,1.6,20,32,-6,,,,-0.0138,-0.0228
18.122,1.5475,21.852,1.6,20,32,-6,,,,-0.0134,-0.0226
18.185,1.5475,21.852,1.6,20,32,-7,,,,-0.0132,-0.0219
18.247,1.5475,21.852,1.6,20,32,-7,,,,-0.0117,-0.0183
18.307,1.5475,21.852,1.6,20,32,-8,,,,-0.0109,-0.0167
18.374,1.5475,21.852,1.6,20,32,-8,,,,-0.0097,-0.0151
18.434,1.5475,21.852,1.6,20,32,-8,,,,-0.0097,-0.0142
18.497,1.5475,21.852,1.6,20,32,-9,,,,-0.0084,-0.0143
18.574,1.5475,21.852,1.6,20,32,-9,,,,-0.0082,-0.0156
18.624,1.5475,21.852,1.6,20,33,-9,,,,-0.0056,-0.0106
18.698,1.5475,21.852,1.6,20,33,-10,,,,-0.0078,-0.0153
18.758,1.5475,21.852,1.6,20,33,-10,,,,-0.0092,-0.0188
18.821,1.5475,21.852,1.6,20,33,-10,,,,-0.01,-0.019
18.885,1.5475,21.852,1.6,20,33,-11,,,,-0.0118,-0.0203
18.949,1.5475,21.852,1.6,20,33,-11,,,,-0.0128,-0.0212
19,1.5475,21.852,1.6,20,33,-11,,,,-0.0141,-0.0236
19.067,1.5475,21.852,1.6,20,33,-12,,,,-0.0149,-0.0237
19.131,1.5475,21.852,1.6,20,33,-12,,,,-0.0153,-0.0238
19.199,1.5475,21.852,1.6,20,33,-12,,,,-0.0156,-0.0252
19.257,1.5475,21.852,1.6,20,33,-13,,,,-0.0151,-0.0247
19.316,1.5475,21.852,1.6,20,33,-13,,,,-0.0142,-0.0212
19.382,1.5475,21.852,1.6,20,33,-13,,,,-0.0136,-0.0217
19.446,1.5475,21.852,1.6,20,33,-14,,,,-0.0127,-0.022
19.507,1.5475,21.852,1.6,20,33,-14,,,,-0.0121,-0.0209
19.568,1.5475,21.852,1.6,20,33,-15,,,,-0.0111,-0.0189
19.632,1.5475,21.852,1.6,20,33,-15,,,,-0.0105,-0.0178
19.698,1.5475,21.852,1.6,20,33,-15,,,,-0.0101,-0.017
19.758,1.5475,21.852,1.6,20,33,-16,,,,-0.0093,-0.016
19.817,1.5475,21.852,1.6,20,33,-16,,,,-0.0094,-0.016
19.884,1.5475,21.852,1.6,20,33,-16,,,,-0.0088,-0.0154
19.944,1.5475,21.852,1.6,20,33,-17,,,,-0.0085,-0.0143
20.006,1.5475,21.852,1.6,20,33,-17,,,,-0.0102,-0.0169
20.067,1.5475,21.852,1.6,20,33,-17,,,,-0.0113,-0.0191
20.13,1.5475,21.852,1.6,20,33,-18,,,,-0.0119,-0.0211
20.191,1.5475,21.852,1.6,20,33,-18,,,,-0.0129,-0.0222
20.259,1.5475,21.852,1.6,20,33,-18,,,,-0.0141,-0.0236
20.32,1.5475,21.852,1.6,20,33,-19,,,,-0.0149,-0.0257
20.382,1.5475,21.852,1.6,20,33,-19,,,,-0.0153,-0.0256
20.445,1.5475,21.852,1.6,20,33,-19,,,,-0.015,-0.0243
20.504,1.5475,21.852,1.6,20,33,-20,,,,-0.0141,-0.0236
20.57,1.5475,21.852,1.6,20,33,-20,,,,-0.0136,-0.0237
20.626,1.5475,21.852,1.6,20,33,-20,,,,-0.0126,-0.0219
20.689,1.5475,21.852,1.6,20,33,-21,,,,-0.0127,-0.0215
20.753,1.5475,21.852,1.6,20,33,-21,,,,-0.0127,-0.0218
20.815,1.5475,21.852,1.6,20,33,-21,,,,-0.0121,-0.0227
20.877,1.5475,21.852,1.6,20,33,-22,,,,-0.0105,-0.0207
20.938,1.5475,21.852,1.6,20,33,-22,,,,-0.0095,-0.0188
21.005,1.5475,21.852,1.6,20,33,-22,,,,-0.0083,-0.0164
21.066,1.5475,21.852,1.6,20,33,-23,,,,-0.0082,-0.0156
21.129,1.5475,21.852,1.6,20,33,-23,,,,-0.0081,-0.0145
21.183,1.5475,21.852,1.6,20,33,-24,,,,-0.0081,-0.0138
21.229,1.5475,21.852,1.6,20,33,-24,,,,-0.0093,-0.0166
21.291,1.5475,21.852,1.6,20,33,-24,,,,-0.0107,-0.0189
21.345,1.5475,21.852,1.6,20,33,-24,,,,-0.0115,-0.0203
21.399,1.5475,21.852,1.6,20,33,-25,,,,-0.0127,-0.0211
21.478,1.5475,21.852,1.6,20,33,-25,,,,-0.0134,-0.0191
21.53,1.5475,21.852,1.6,20,33,-25,,,,-0.0138,-0.0185
21.598,1.5475,21.852,1.6,20,33,-26,,,,-0.014,-0.0188
21.653,1.5475,21.852,1.6,20,33,-26,,,,-0.0142,-0.0215
21.729,1.5475,21.852,1.6,20,33,-26,,,,-0.0136,-0.0225
21.773,1.5475,21.852,1.6,20,33,-27,,,,-0.0133,-0.0237
21.855,1.5475,21.852,1.6,20,33,-27,,,,-0.0131,-0.0232
21.903,1.5475,21.852,1.6,20,33,-28,,,,-0.0123,-0.0235
21.968,1.5475,21.852,1.6,20,33,-28,,,,-0.0119,-0.0237
