timestamp,x,angle,x_target,phi_target,pwm_x,pwm_phi,,,,theta1,theta2
33.285,1.635,21.478,1.6,20,-14,-75,,,,0.0013,-0.0084
33.349,1.635,21.478,1.6,20,-14,-75,,,,0.0001,-0.0076
33.409,1.635,21.478,1.6,20,-14,-60,,,,-0.0006,-0.0071
33.472,1.635,21.478,1.6,20,-15,-60,,,,-0.0029,-0.0075
33.537,1.635,21.478,1.6,20,-15,-61,,,,-0.0037,-0.009
33.598,1.635,21.478,1.6,20,-15,-61,,,,-0.0035,-0.0105
33.663,1.635,21.478,1.6,20,-15,-62,,,,-0.0034,-0.0133
33.724,1.635,21.478,1.6,20,-15,-48,,,,-0.0039,-0.0144
33.786,1.635,21.478,1.6,20,-15,-49,,,,-0.0036,-0.0157
33.849,1.635,21.478,1.6,20,-15,-49,,,,-0.0035,-0.0203
33.911,1.635,21.478,1.6,20,-15,-50,,,,-0.0021,-0.023
33.977,1.635,21.478,1.6,20,-15,-50,,,,-0.0019,-0.026
34.039,1.635,21.478,1.6,20,-15,-51,,,,0.0001,-0.0258
34.104,1.635,21.478,1.6,20,-15,-39,,,,0.0007,-0.0277
34.165,1.635,21.478,1.6,20,-14,-39,,,,0.0004,-0.0287
34.226,1.635,21.478,1.6,20,-15,-39,,,,0.0009,-0.0262
34.286,1.635,21.478,1.6,20,-14,-39,,,,0.0018,-0.0234
34.351,1.635,21.478,1.6,20,-14,-39,,,,0.003,-0.0198
34.408,1.635,21.478,1.6,20,-14,-20,,,,0.0024,-0.0157
34.469,1.635,21.478,1.6,20,-14,-20,,,,0.0008,-0.012
34.538,1.635,21.478,1.6,20,-15,-20,,,,-0.0001,-0.0104
34.6,1.635,21.478,1.6,20,-15,-20,,,,-0.0014,-0.0107
34.656,1.635,21.478,1.6,20,-15,-20,,,,-0.0021,-0.0109
34.715,1.635,21.478,1.6,20,-15,-23,,,,-0.0032,-0.0142
34.779,1.635,21.478,1.6,20,-15,-23,,,,-0.0051,-0.0169
34.843,1.635,21.478,1.6,20,-16,-24,,,,-0.0056,-0.0172
34.915,1.635,21.478,1.6,20,-16,-24,,,,-0.0059,-0.0205
34.969,1.635,21.478,1.6,20,-16,-24,,,,-0.0061,-0.0213
35.037,1.635,21.478,1.6,20,-16,-33,,,,-0.0056,-0.023
35.091,1.635,21.478,1.6,20,-16,-33,,,,-0.0046,-0.024
35.157,1.635,21.478,1.6,20,-16,-33,,,,-0.0028,-0.024
35.219,1.635,21.478,1.6,20,-15,-33,,,,-0.0017,-0.024
35.281,1.635,21.478,1.6,20,-15,-34,,,,-0.0004,-0.0259
35.343,1.635,21.478,1.6,20,-15,-34,,,,0.0017,-0.0232
35.407,1.635,21.478,1.6,20,-14,-36,,,,0.0042,-0.0197
35.473,1.635,21.478,1.6,20,-14,-36,,,,0.0045,-0.015
35.539,1.635,21.478,1.6,20,-14,-36,,,,0.004,-0.0122
35.595,1.635,21.478,1.6,20,-14,-36,,,,0.0037,-0.0112
35.663,1.635,21.478,1.6,20,-14,-36,,,,0.0035,-0.0105
35.718,1.635,21.478,1.6,20,-14,-40,,,,0.0027,-0.0102
35.779,1.635,21.478,1.6,20,-14,-40,,,,-0.0003,-0.0125
35.843,1.635,21.478,1.6,20,-15,-40,,,,-0.0015,-0.0126
35.906,1.635,21.478,1.6,20,-15,-40,,,,-0.0028,-0.014
35.969,1.635,21.478,1.6,20,-16,-41,,,,-0.0036,-0.0154
36.028,1.635,21.478,1.6,20,-16,-43,,,,-0.0047,-0.0169
36.09,1.635,21.478,1.6,20,-16,-43,,,,-0.006,-0.0185
36.152,1.635,21.478,1.6,20,-16,-43,,,,-0.0062,-0.0181
36.218,1.635,21.478,1.6,20,-16,-44,,,,-0.005,-0.0218
36.279,1.635,21.478,1.6,20,-16,-44,,,,-0.0043,-0.0233
36.34,1.635,21.478,1.6,20,-16,-47,,,,-0.0032,-0.0229
36.402,1.635,21.478,1.6,20,-16,-47,,,,-0.0013,-0.0221
36.468,1.635,21.478,1.6,20,-15,-48,,,,-0.0001,-0.0235
36.527,1.635,21.478,1.6,20,-15,-48,,,,0.0006,-0.0218
36.593,1.635,21.478,1.6,20,-15,-48,,,,0.001,-0.0207
36.656,1.635,21.478,1.6,20,-15,-50,,,,0.0025,-0.0201
36.72,1.635,21.478,1.6,20,-15,-50,,,,0.0034,-0.0191
36.78,1.635,21.478,1.6,20,-14,-50,,,,0.004,-0.0191
36.843,1.635,21.478,1.6,20,-14,-51,,,,0.0037,-0.0185
36.904,1.635,21.478,1.6,20,-14,-51,,,,0.0028,-0.015
36.966,1.635,21.478,1.6,20,-15,-51,,,,0.0023,-0.0128
37.03,1.635,21.478,1.6,20,-15,-53,,,,0.0014,-0.0109
37.091,1.635,21.478,1.6,20,-15,-53,,,,-0.0004,-0.0091
37.154,1.635,21.478,1.6,20,-15,-53,,,,-0.0022,-0.008
37.216,1.635,21.478,1.6,20,-16,-54,,,,-0.0032,-0.0093
37.284,1.635,21.478,1.6,20,-16,-54,,,,-0.0032,-0.0107
37.345,1.635,21.478,1.6,20,-16,-55,,,,-0.0039,-0.0128
37.407,1.635,21.478,1.6,20,-16,-55,,,,-0.0055,-0.0154
37.471,1.635,21.478,1.6,20,-17,-56,,,,-0.0059,-0.0175
37.537,1.635,21.478,1.6,20,-17,-56,,,,-0.0048,-0.0208
37.593,1.635,21.478,1.6,20,-16,-57,,,,-0.0035,-0.0233
37.661,1.635,21.478,1.6,20,-16,-58,,,,-0.0028,-0.0236
37.718,1.635,21.478,1.6,20,-16,-59,,,,-0.0004,-0.0244
37.779,1.635,21.478,1.6,20,-15,-59,,,,0.0011,-0.0249
37.848,1.635,21.478,1.6,20,-15,-59,,,,0.0013,-0.0239
37.906,1.635,21.478,1.6,20,-15,-60,,,,0.0014,-0.0233
37.972,1.635,21.478,1.6,20,-15,-61,,,,0.0028,-0.0229
38.029,1.635,21.478,1.6,20,-15,-61,,,,0.0036,-0.0214
38.093,1.635,21.478,1.6,20,-15,-61,,,,0.0034,-0.0205
38.154,1.635,21.478,1.6,20,-15,-62,,,,0.0021,-0.0155
38.216,1.635,21.478,1.6,20,-15,-61,,,,0.0012,-0.0125
38.279,1.635,21.478,1.6,20,-15,-62,,,,0.0007,-0.0107
38.34,1.635,21.478,1.6,20,-15,-62,,,,-0.0002,-0.0103
38.411,1.635,21.478,1.6,20,-15,-63,,,,-0.0014,-0.01
38.476,1.635,21.478,1.6,20,-16,-63,,,,-0.0028,-0.0124
38.535,1.635,21.478,1.6,20,-16,-63,,,,-0.0042,-0.0138
38.592,1.635,21.478,1.6,20,-16,-64,,,,-0.0051,-0.0147
38.663,1.635,21.478,1.6,20,-17,-65,,,,-0.0043,-0.0171
38.718,1.635,21.478,1.6,20,-16,-65,,,,-0.0032,-0.0173
38.776,1.635,21.478,1.6,20,-16,-66,,,,-0.0026,-0.0174
38.844,1.635,21.478,1.6,20,-16,-66,,,,-0.0022,-0.0188
38.906,1.635,21.478,1.6,20,-16,-66,,,,-0.002,-0.0202
38.969,1.635,21.478,1.6,20,-16,-68,,,,-0.0012,-0.0224
39.028,1.635,21.478,1.6,20,-16,-68,,,,-0.0001,-0.0243
39.091,1.635,21.478,1.6,20,-16,-69,,,,0.0006,-0.0248
39.156,1.635,21.478,1.6,20,-15,-69,,,,0.001,-0.0232
39.219,1.635,21.478,1.6,20,-15,-69,,,,0.0012,-0.0216
39.286,1.635,21.478,1.6,20,-15,-70,,,,0.002,-0.0219
39.341,1.635,21.478,1.6,20,-15,-70,,,,0.0025,-0.0208
39.404,1.635,21.478,1.6,20,-15,-70,,,,0.0028,-0.0202
39.467,1.635,21.478,1.6,20,-15,-70,,,,0.001,-0.0153
39.531,1.635,21.478,1.6,20,-15,-70,,,,0,-0.0124
39.594,1.635,21.478,1.6,20,-16,-69,,,,-0.0007,-0.0113
39.668,1.635,21.478,1.6,20,-16,-70,,,,-0.0023,-0.0125
39.733,1.635,21.478,1.6,20,-16,-70,,,,-0.0027,-0.012
39.791,1.635,21.478,1.6,20,-16,-70,,,,-0.0035,-0.0136
39.858,1.635,21.478,1.6,20,-16,-71,,,,-0.0034,-0.0146
39.924,1.635,21.478,1.6,20,-16,-72,,,,-0.0033,-0.0151
39.981,1.635,21.478,1.6,20,-16,-72,,,,-0.0033,-0.0161
40.042,1.635,21.478,1.6,20,-16,-73,,,,-0.0026,-0.0186
40.088,1.635,21.478,1.6,20,-16,-73,,,,-0.0022,-0.0195
40.148,1.635,21.478,1.6,20,-16,-73,,,,-0.002,-0.0213
40.206,1.635,21.478,1.6,20,-16,-74,,,,-0.0012,-0.0224
40.265,1.635,21.478,1.6,20,-16,-75,,,,-0.0007,-0.0217
40.336,1.635,21.478,1.6,20,-16,-75,,,,0.0002,-0.0214
40.396,1.635,21.478,1.6,20,-16,-75,,,,0.0008,-0.0218
40.461,1.635,21.478,1.6,20,-16,-76,,,,0.0011,-0.0201
40.531,1.635,21.478,1.6,20,-16,-76,,,,0.0019,-0.0197
40.58,1.635,21.478,1.6,20,-15,-74,,,,0.0037,-0.0182
40.647,1.635,21.478,1.6,20,-15,-74,,,,0.0035,-0.0167
40.707,1.635,21.478,1.6,20,-15,-74,,,,0.0027,-0.0126
40.778,1.635,21.478,1.6,20,-15,-74,,,,0.0016,-0.0101
40.832,1.635,21.478,1.6,20,-16,-74,,,,0.001,-0.0086
40.9,1.635,21.478,1.6,20,-16,-58,,,,0.0006,-0.0077
40.961,1.635,21.478,1.6,20,-16,-58,,,,-0.0009,-0.0066
41.019,1.635,21.478,1.6,20,-16,-58,,,,-0.0018,-0.0065
41.085,1.635,21.478,1.6,20,-16,-59,,,,-0.0024,-0.0065
41.234,1.635,21.478,1.6,20,-16,-59,,,,-0.0027,-0.0103
41.302,1.635,21.478,1.6,20,-17,-42,,,,-0.0029,-0.0158
41.369,1.635,21.478,1.6,20,-17,-43,,,,-0.0037,-0.0203
41.429,1.635,21.478,1.6,20,-17,-43,,,,-0.0048,-0.0276
41.49,1.635,21.478,1.6,20,-17,-44,,,,-0.0054,-0.0319
41.551,1.635,21.478,1.6,20,-17,-31,,,,-0.0058,-0.0345
41.613,1.635,21.478,1.6,20,-17,-32,,,,-0.006,-0.036
41.677,1.635,21.478,1.6,20,-17,-32,,,,-0.0043,-0.0338
41.744,1.635,21.478,1.6,20,-17,-32,,,,-0.0026,-0.0286
41.807,1.635,21.478,1.6,20,-17,-31,,,,-0.0022,-0.0229
41.866,1.635,21.478,1.6,20,-17,-15,,,,-0.0007,-0.0195
41.929,1.635,21.478,1.6,20,-16,-14,,,,0.0002,-0.0155
41.996,1.635,21.478,1.6,20,-16,-14,,,,0.0008,-0.0119
42.051,1.635,21.478,1.6,20,-16,-13,,,,0.0011,-0.0084
42.121,1.635,21.478,1.6,20,-16,-13,,,,0,-0.007
42.181,1.635,21.478,1.6,20,-16,-6,,,,-0.0013,-0.0061
42.241,1.635,21.478,1.6,20,-16,-6,,,,-0.0014,-0.0049
42.299,1.635,21.478,1.6,20,-16,-6,,,,-0.0028,-0.0049
42.359,1.635,21.478,1.6,20,-17,-5,,,,-0.0036,-0.0049
42.424,1.635,21.478,1.6,20,-17,-5,,,,-0.0047,-0.008
42.489,1.635,21.478,1.6,20,-17,-6,,,,-0.0054,-0.0112
42.549,1.635,21.478,1.6,20,-17,-15,,,,-0.0058,-0.0131
42.611,1.635,21.478,1.6,20,-18,-15,,,,-0.0054,-0.0175
42.671,1.635,21.478,1.6,20,-17,-16,,,,-0.0052,-0.0201
42.734,1.635,21.478,1.6,20,-17,-16,,,,-0.0037,-0.021
42.792,1.635,21.478,1.6,20,-17,-16,,,,-0.0029,-0.0216
42.839,1.635,21.478,1.6,20,-17,-19,,,,-0.0017,-0.0206
42.898,1.635,21.478,1.6,20,-17,-19,,,,-0.001,-0.02
42.962,1.635,21.478,1.6,20,-16,-19,,,,-0.0006,-0.0197
43.025,1.635,21.478,1.6,20,-16,-19,,,,-0.0004,-0.0169
43.087,1.635,21.478,1.6,20,-16,-19,,,,0.0011,-0.0146
43.149,1.635,21.478,1.6,20,-16,-20,,,,0.0019,-0.012
43.209,1.635,21.478,1.6,20,-16,-19,,,,0.0018,-0.0098
43.275,1.635,21.478,1.6,20,-16,-19,,,,0.0011,-0.0065
43.336,1.635,21.478,1.6,20,-16,-19,,,,0.0006,-0.0065
43.39,1.635,21.478,1.6,20,-16,-19,,,,0.0004,-0.0058
43.452,1.635,21.478,1.6,20,-16,-19,,,,-0.0004,-0.0048
43.524,1.635,21.478,1.6,20,-16,-22,,,,-0.0015,-0.0048
43.582,1.635,21.478,1.6,20,-17,-22,,,,-0.0022,-0.0067
43.644,1.635,21.478,1.6,20,-17,-22,,,,-0.002,-0.0079
43.709,1.635,21.478,1.6,20,-17,-22,,,,-0.0031,-0.0105
43.777,1.635,21.478,1.6,20,-17,-22,,,,-0.0038,-0.0108
43.836,1.635,21.478,1.6,20,-17,-23,,,,-0.0042,-0.0135
43.897,1.635,21.478,1.6,20,-17,-24,,,,-0.0032,-0.0171
43.955,1.635,21.478,1.6,20,-17,-24,,,,-0.0025,-0.0192
44.02,1.635,21.478,1.6,20,-17,-24,,,,-0.0022,-0.0205
44.088,1.635,21.478,1.6,20,-17,-25,,,,0.0013,-0.018
44.147,1.635,21.478,1.6,20,-16,-24,,,,0.0008,-0.0191
44.208,1.635,21.478,1.6,20,-16,-24,,,,0.0005,-0.0192
44.273,1.635,21.478,1.6,20,-16,-24,,,,0.0009,-0.0173
44.337,1.635,21.478,1.6,20,-16,-24,,,,0.0012,-0.0168
44.396,1.635,21.478,1.6,20,-16,-24,,,,0.0014,-0.0171
44.456,1.635,21.478,1.6,20,-16,-24,,,,0.0015,-0.0167
44.527,1.635,21.478,1.6,20,-16,-24,,,,0.0009,-0.0119
44.604,1.635,21.478,1.6,20,-16,-24,,,,0.0005,-0.0091
44.651,1.635,21.478,1.6,20,-16,-24,,,,-0.0003,-0.0067
44.725,1.635,21.478,1.6,20,-17,-24,,,,-0.0015,-0.0053
44.782,1.635,21.478,1.6,20,-17,-23,,,,-0.0028,-0.0051
44.847,1.635,21.478,1.6,20,-17,-23,,,,-0.003,-0.005
44.912,1.635,21.478,1.6,20,-17,-23,,,,-0.0024,-0.0068
44.974,1.635,21.478,1.6,20,-17,-23,,,,-0.0021,-0.0073
45.039,1.635,21.478,1.6,20,-17,-23,,,,-0.0019,-0.0101
45.093,1.635,21.478,1.6,20,-17,-24,,,,-0.0024,-0.0118
45.155,1.635,21.478,1.6,20,-17,-24,,,,-0.0027,-0.0141
45.218,1.635,21.478,1.6,20,-17,-24,,,,-0.0023,-0.0162
45.284,1.635,21.478,1.6,20,-17,-25,,,,-0.0014,-0.018
45.347,1.635,21.478,1.6,20,-17,-25,,,,-0.0008,-0.0191
45.408,1.635,21.478,1.6,20,-17,-25,,,,-0.0005,-0.0198
45.471,1.635,21.478,1.6,20,-17,-26,,,,-0.0009,-0.0202
45.529,1.635,21.478,1.6,20,-17,-26,,,,-0.0006,-0.0211
45.593,1.635,21.478,1.6,20,-17,-26,,,,-0.001,-0.019
45.657,1.635,21.478,1.6,20,-17,-26,,,,-0.0006,-0.0172
45.721,1.635,21.478,1.6,20,-17,-26,,,,0.0003,-0.0161
45.778,1.635,21.478,1.6,20,-17,-26,,,,-0.0005,-0.0141
45.841,1.635,21.478,1.6,20,-17,-26,,,,-0.0009,-0.011
45.907,1.635,21.478,1.6,20,-17,-25,,,,-0.0012,-0.0092
45.969,1.635,21.478,1.6,20,-17,-25,,,,-0.002,-0.0068
46.03,1.635,21.478,1.6,20,-17,-25,,,,-0.0025,-0.006
46.094,1.635,21.478,1.6,20,-17,-25,,,,-0.0021,-0.0049
46.154,1.635,21.478,1.6,20,-17,-25,,,,-0.0026,-0.0048
46.216,1.635,21.478,1.6,20,-17,-25,,,,-0.0028,-0.0099
46.28,1.635,21.478,1.6,20,-18,-25,,,,-0.0023,-0.0124
46.34,1.635,21.478,1.6,20,-17,-25,,,,-0.0014,-0.0125
46.411,1.635,21.478,1.6,20,-17,-25,,,,-0.0008,-0.0126
46.469,1.635,21.478,1.6,20,-17,-26,,,,-0.0011,-0.0153
46.532,1.635,21.478,1.6,20,-17,-26,,,,-0.0007,-0.0168
46.591,1.635,21.478,1.6,20,-17,-26,,,,-0.0004,-0.0171
46.658,1.635,21.478,1.6,20,-17,-27,,,,0.0023,-0.0154
46.721,1.635,21.478,1.6,20,-16,-26,,,,0.0014,-0.0182
46.78,1.635,21.478,1.6,20,-17,-28,,,,0.0008,-0.0192
46.841,1.635,21.478,1.6,20,-17,-28,,,,0.0005,-0.0186
46.904,1.635,21.478,1.6,20,-17,-28,,,,-0.001,-0.0163
46.972,1.635,21.478,1.6,20,-17,-28,,,,-0.0012,-0.0149
47.029,1.635,21.478,1.6,20,-17,-27,,,,-0.0007,-0.0153
47.095,1.635,21.478,1.6,20,-17,-28,,,,-0.0011,-0.0137
47.155,1.635,21.478,1.6,20,-17,-28,,,,-0.0019,-0.0114
47.217,1.635,21.478,1.6,20,-17,-28,,,,-0.0024,-0.0094
47.279,1.635,21.478,1.6,20,-18,-28,,,,-0.0021,-0.0076
47.342,1.635,21.478,1.6,20,-18,-27,,,,-0.0019,-0.0065
47.408,1.635,21.478,1.6,20,-18,-28,,,,-0.0024,-0.0058
47.466,1.635,21.478,1.6,20,-18,-28,,,,-0.0027,-0.006
47.535,1.635,21.478,1.6,20,-18,-28,,,,-0.0023,-0.0094
47.595,1.635,21.478,1.6,20,-18,-29,,,,-0.002,-0.012
47.656,1.635,21.478,1.6,20,-18,-29,,,,-0.0006,-0.013
47.721,1.635,21.478,1.6,20,-17,-30,,,,-0.0003,-0.0135
47.778,1.635,21.478,1.6,20,-17,-30,,,,-0.0008,-0.0152
47.841,1.635,21.478,1.6,20,-17,-31,,,,-0.0005,-0.0155
47.906,1.635,21.478,1.6,20,-17,-31,,,,-0.0003,-0.0176
47.965,1.635,21.478,1.6,20,-17,-31,,,,-0.0002,-0.0189
48.047,1.635,21.478,1.6,20,-17,-32,,,,-0.0001,-0.0197
48.106,1.635,21.478,1.6,20,-17,-33,,,,-0.0007,-0.0188
48.168,1.635,21.478,1.6,20,-17,-33,,,,-0.0017,-0.0183
48.229,1.635,21.478,1.6,20,-18,-33,,,,-0.0023,-0.0168
48.299,1.635,21.478,1.6,20,-18,-32,,,,-0.0027,-0.0165
48.358,1.635,21.478,1.6,20,-18,-33,,,,-0.0022,-0.0137
48.416,1.635,21.478,1.6,20,-18,-33,,,,-0.0033,-0.014
48.477,1.635,21.478,1.6,20,-18,-33,,,,-0.0039,-0.0148
48.553,1.635,21.478,1.6,20,-18,-33,,,,-0.0036,-0.0121
48.622,1.635,21.478,1.6,20,-18,-33,,,,-0.0034,-0.0092
48.675,1.635,21.478,1.6,20,-18,-33,,,,-0.0033,-0.0074
48.748,1.635,21.478,1.6,20,-18,-34,,,,-0.002,-0.007
48.799,1.635,21.478,1.6,20,-18,-34,,,,-0.0012,-0.0068
48.865,1.635,21.478,1.6,20,-18,-34,,,,-0.0007,-0.0079
48.929,1.635,21.478,1.6,20,-18,-34,,,,0.0015,-0.0105
48.995,1.635,21.478,1.6,20,-17,-34,,,,0.0015,-0.0121
49.058,1.635,21.478,1.6,20,-17,-35,,,,0.0016,-0.013
49.117,1.635,21.478,1.6,20,-17,-35,,,,0.0009,-0.0136
49.176,1.635,21.478,1.6,20,-17,-35,,,,0.0006,-0.0152
49.239,1.635,21.478,1.6,20,-17,-36,,,,-0.0003,-0.0181
49.296,1.635,21.478,1.6,20,-18,-36,,,,-0.0008,-0.0185
49.36,1.635,21.478,1.6,20,-18,-37,,,,-0.0011,-0.0188
49.424,1.635,21.478,1.6,20,-18,-37,,,,-0.002,-0.0196
49.483,1.635,21.478,1.6,20,-18,-37,,,,-0.0025,-0.0194
49.55,1.635,21.478,1.6,20,-18,-37,,,,-0.0034,-0.0181
49.611,1.635,21.478,1.6,20,-18,-37,,,,-0.0033,-0.0166
49.679,1.635,21.478,1.6,20,-18,-37,,,,-0.0026,-0.0138
49.744,1.635,21.478,1.6,20,-18,-37,,,,-0.0035,-0.014
49.801,1.635,21.478,1.6,20,-18,-37,,,,-0.0034,-0.0129
49.861,1.635,21.478,1.6,20,-18,-37,,,,-0.0033,-0.0109
49.928,1.635,21.478,1.6,20,-18,-37,,,,-0.0026,-0.0098
49.993,1.635,21.478,1.6,20,-18,-38,,,,-0.0016,-0.0078
