t,x,v,a,phi,phi_v,phi_a
0.0,0.0,0.0,0.23703703703703707,0.0,0.0,2.9629629629629632
0.01,2.3703703703703707e-05,0.0023703703703703708,0.23703703703703707,0.00029629629629629635,0.029629629629629634,2.9629629629629632
0.02,7.111111111111112e-05,0.0047407407407407415,0.23703703703703702,0.000888888888888889,0.05925925925925927,2.962962962962963
0.03,0.00014222222222222224,0.0071111111111111115,0.23703703703703707,0.001777777777777778,0.08888888888888889,2.9629629629629632
0.04,0.00023703703703703707,0.009481481481481483,0.23703703703703707,0.0029629629629629632,0.11851851851851854,2.9629629629629624
0.05,0.0003555555555555556,0.011851851851851853,0.237037037037037,0.0044444444444444444,0.14814814814814814,2.9629629629629624
0.06,0.0004977777777777779,0.014222222222222223,0.237037037037037,0.006222222222222223,0.17777777777777778,2.9629629629629646
0.07,0.0006637037037037037,0.016592592592592593,0.23703703703703716,0.008296296296296298,0.20740740740740743,2.9629629629629646
0.08,0.0008533333333333334,0.018962962962962966,0.237037037037037,0.01066666666666667,0.23703703703703707,2.9629629629629615
0.09,0.0010666666666666667,0.021333333333333333,0.237037037037037,0.013333333333333336,0.26666666666666666,2.96296296296296
0.1,0.0013037037037037038,0.023703703703703706,0.23703703703703716,0.0162962962962963,0.2962962962962963,2.9629629629629646
0.11,0.0015644444444444447,0.026074074074074076,0.237037037037037,0.01955555555555556,0.32592592592592595,2.9629629629629646
0.12,0.001848888888888889,0.028444444444444446,0.237037037037037,0.023111111111111114,0.35555555555555557,2.9629629629629646
0.13,0.002157037037037037,0.030814814814814816,0.237037037037037,0.026962962962962966,0.38518518518518524,2.9629629629629646
0.14,0.002488888888888889,0.033185185185185186,0.237037037037037,0.031111111111111117,0.41481481481481486,2.962962962962959
0.15,0.0028444444444444446,0.035555555555555556,0.23703703703703732,0.03555555555555556,0.4444444444444444,2.9629629629629646
0.16,0.003223703703703704,0.03792592592592593,0.23703703703703732,0.0402962962962963,0.47407407407407415,2.9629629629629672
0.17,0.003626666666666667,0.0402962962962963,0.23703703703703663,0.045333333333333344,0.5037037037037038,2.962962962962959
0.18,0.004053333333333334,0.042666666666666665,0.237037037037037,0.05066666666666667,0.5333333333333333,2.9629629629629615
0.19,0.004503703703703704,0.04503703703703704,0.23703703703703732,0.05629629629629631,0.562962962962963,2.9629629629629615
0.2,0.004977777777777778,0.04740740740740741,0.23703703703703663,0.062222222222222234,0.5925925925925926,2.9629629629629615
0.21,0.0054755555555555556,0.049777777777777775,0.237037037037037,0.06844444444444445,0.6222222222222222,2.9629629629629672
0.22,0.005997037037037038,0.05214814814814815,0.23703703703703768,0.07496296296296297,0.6518518518518519,2.9629629629629672
0.23,0.006542222222222223,0.05451851851851853,0.237037037037037,0.0817777777777778,0.6814814814814816,2.9629629629629615
0.24,0.0071111111111111115,0.05688888888888889,0.23703703703703663,0.08888888888888889,0.7111111111111111,2.962962962962956
0.25,0.007703703703703704,0.05925925925925926,0.237037037037037,0.0962962962962963,0.7407407407407407,2.9629629629629672
0.26,0.00832,0.06162962962962963,0.23703703703703768,0.10400000000000001,0.7703703703703705,2.9629629629629726
0.27,0.008960000000000001,0.06400000000000002,0.237037037037037,0.11200000000000002,0.8000000000000002,2.9629629629629615
0.28,0.009623703703703704,0.06637037037037037,0.2370370370370363,0.1202962962962963,0.8296296296296297,2.962962962962956
0.29,0.010311111111111111,0.06874074074074074,0.237037037037037,0.1288888888888889,0.8592592592592593,2.962962962962956
0.3,0.011022222222222223,0.07111111111111111,0.237037037037037,0.13777777777777778,0.8888888888888888,2.9629629629629615
0.31,0.011757037037037038,0.07348148148148148,0.23703703703703768,0.14696296296296296,0.9185185185185185,2.9629629629629726
0.32,0.012515555555555556,0.07585185185185186,0.237037037037037,0.15644444444444444,0.9481481481481483,2.9629629629629672
0.33,0.013297777777777778,0.07822222222222222,0.237037037037037,0.16622222222222222,0.9777777777777779,2.9629629629629615
0.34,0.014103703703703703,0.0805925925925926,0.23703703703703768,0.17629629629629626,1.0074074074074075,2.9629629629629672
0.35000000000000003,0.014933333333333331,0.08296296296296297,0.2370370370370363,0.18666666666666665,1.0370370370370372,2.962962962962956
0.36,0.015786666666666664,0.08533333333333333,0.237037037037037,0.1973333333333333,1.0666666666666667,2.962962962962956
0.37,0.0166637037037037,0.08770370370370371,0.23703703703703768,0.20829629629629626,1.0962962962962963,2.9629629629629672
0.38,0.01756444444444444,0.09007407407407408,0.237037037037037,0.21955555555555553,1.125925925925926,2.9629629629629672
0.39,0.018488888888888885,0.09244444444444445,0.237037037037037,0.23111111111111107,1.1555555555555557,2.962962962962956
0.4,0.019437037037037034,0.09481481481481482,0.23703703703703768,0.2429629629629629,1.1851851851851851,2.9629629629629672
0.41000000000000003,0.020408888888888886,0.09718518518518521,0.2370370370370363,0.25511111111111107,1.214814814814815,2.9629629629629672
0.42,0.02140444444444444,0.09955555555555555,0.2370370370370363,0.2675555555555555,1.2444444444444445,2.962962962962956
0.43,0.022423703703703696,0.10192592592592593,0.23703703703703768,0.28029629629629627,1.2740740740740741,2.9629629629629672
0.44,0.02346666666666666,0.1042962962962963,0.237037037037037,0.2933333333333333,1.3037037037037038,2.962962962962956
0.45,0.024533333333333324,0.10666666666666667,0.23703703703703768,0.3066666666666666,1.3333333333333333,2.9629629629629672
0.46,0.025623703703703697,0.10903703703703706,0.237037037037037,0.32029629629629625,1.3629629629629632,2.9629629629629783
0.47000000000000003,0.026737777777777774,0.11140740740740741,0.2370370370370363,0.3342222222222222,1.3925925925925928,2.962962962962956
0.48,0.027875555555555553,0.11377777777777778,0.237037037037037,0.34844444444444445,1.4222222222222223,2.962962962962956
0.49,0.029037037037037035,0.11614814814814815,0.237037037037037,0.36296296296296293,1.451851851851852,2.962962962962956
0.5,0.030222222222222223,0.11851851851851852,0.23703703703703768,0.3777777777777777,1.4814814814814814,2.9629629629629672
0.51,0.03143111111111111,0.1208888888888889,0.237037037037037,0.39288888888888884,1.5111111111111113,2.9629629629629783
0.52,0.03266370370370371,0.12325925925925926,0.237037037037037,0.4082962962962962,1.540740740740741,2.962962962962956
0.53,0.033920000000000006,0.12562962962962965,0.23703703703703838,0.42399999999999993,1.5703703703703704,2.9629629629629672
0.54,0.0352,0.12800000000000003,0.237037037037037,0.43999999999999995,1.6000000000000003,2.9629629629629672
0.55,0.03650370370370371,0.1303703703703704,0.2370370370370356,0.4562962962962962,1.6296296296296298,2.962962962962956
0.56,0.03783111111111112,0.13274074074074074,0.237037037037037,0.4728888888888888,1.6592592592592594,2.9629629629629783
0.5700000000000001,0.03918222222222223,0.13511111111111113,0.237037037037037,0.4897777777777777,1.6888888888888893,2.962962962962956
0.58,0.040557037037037044,0.13748148148148148,0.2370370370370356,0.506962962962963,1.7185185185185186,2.962962962962945
0.59,0.04195555555555556,0.13985185185185184,0.237037037037037,0.5244444444444444,1.7481481481481482,2.962962962962956
0.6,0.043377777777777786,0.14222222222222222,0.23703703703703838,0.5422222222222222,1.7777777777777777,2.9629629629629672
0.61,0.044823703703703706,0.1445925925925926,0.237037037037037,0.5602962962962963,1.8074074074074076,2.9629629629629672
