timestamp,x,angle,x_target,phi_target,pwm_x,pwm_phi,Unnamed: 7,Unnamed: 8,Unnamed: 9,theta1,theta2
0.0,0.0,4.620352647033074e-06,1.6,20,0,0,,,,0.0,0.0
0.053000000000000005,0.0,3.7235395619187384e-06,1.6,20,0,0,,,,0.0006,0.0
0.10700000000000001,0.0,2.324201170909265e-06,1.6,20,0,0,,,,0.0004,0.0
0.178,0.0,4.569213475501913e-07,1.6,20,0,0,,,,0.0009,0.0
0.23199999999999998,0.0,-1.8437160346129414e-06,1.6,20,0,0,,,,0.0012,0.0
0.293,0.0,-4.543127102034593e-06,1.6,20,0,0,,,,0.0013,0.0
0.367,0.0,-7.606727981169229e-06,1.6,20,0,0,,,,0.0014,0.00036
0.428,0.0,-1.0999934798471302e-05,1.6,20,1,0,,,,0.0009,0.0006
0.49300000000000005,0.0,-1.4688163680395285e-05,1.6,20,1,1,,,,0.0005,0.0007800000000000001
0.544,0.0,-1.8636830753395633e-05,1.6,20,1,1,,,,0.0003,0.0012
0.6120000000000001,0.0,-2.2811352143926804e-05,1.6,20,1,1,,,,0.0002,0.0015
0.6679999999999999,0.0,-2.7177143978443257e-05,1.6,20,1,2,,,,0.0001,0.0016799999999999999
0.744,0.0,-3.169962238339946e-05,1.6,20,2,2,,,,0.0001,0.0017399999999999998
0.804,0.0,-3.634420348524987e-05,1.6,20,2,3,,,,0.0,0.0018
0.861,0.0,-4.107630341044895e-05,1.6,20,3,4,,,,0.0,0.0015
0.9179999999999999,0.0,-4.586133828545115e-05,1.6,20,4,4,,,,-0.0006,0.00126
0.9790000000000001,0.0,-5.066472423671095e-05,1.6,20,4,5,,,,-0.0004,0.00156
1.058,0.0,-5.545187739068281e-05,1.6,20,5,6,,,,-0.0002,0.0009
1.115,0.0,-6.018821387382116e-05,1.6,20,7,8,,,,-0.0001,0.00054
1.1820000000000002,0.0,-6.483914981258048e-05,1.6,20,8,9,,,,-0.0001,0.00036
1.245,0.0,-6.937010133341525e-05,1.6,20,9,11,,,,0.0,0.00018000000000000007
1.32,0.0,-7.374648456277992e-05,1.6,20,11,13,,,,0.0,0.00048
1.371,0.0,-7.793371562712894e-05,1.6,20,13,15,,,,0.0,0.00066
1.447,0.0,-8.189721065291676e-05,1.6,20,14,16,,,,0.0,0.00042000000000000007
1.497,0.0,-8.560238576659786e-05,1.6,20,17,19,,,,0.0,0.0002400000000000001
1.56,0.0,-8.901465709461637e-05,1.6,20,19,21,,,,0.0,0.00054
1.6380000000000001,-0.003128022889959081,-9.858658476327038e-05,1.6,20,21,24,,,,0.0,0.0003
1.683,-0.005604374344510021,-0.0001060068349754486,1.6,20,24,28,,,,0.0,0.00018000000000000007
1.7530000000000001,-0.00745565319775111,-0.00011133798859814866,1.6,20,26,30,,,,0.0,0.00048
1.815,-0.00870845828378064,-0.00011464262649836816,1.6,20,30,34,,,,0.0,0.00108
1.875,-0.009389388436696905,-0.000541536170108652,1.6,20,33,38,,,,0.0,0.00138
1.9480000000000002,-0.013630572533669488,-0.0008778715179459616,1.6,20,36,41,,,,0.0,0.0012
2.005,-0.0164977606067522,-0.001127329897480743,1.6,20,40,46,,,,0.0,0.00114
2.0589999999999997,-0.01805246245979734,-0.001293592536183442,1.6,20,43,50,,,,0.0,0.00144
2.131,-0.018356187896657206,-0.0013803406615245047,1.6,20,46,54,,,,0.0,0.00126
2.1999999999999997,-0.017470446721184103,-0.002078287401256701,1.6,20,51,59,,,,0.0,0.00072
2.2449999999999997,-0.015456748737230325,-0.002560950436676003,1.6,20,56,65,,,,0.0,0.0008399999999999999
2.287,-0.01654730093526028,-0.0028378531032484545,1.6,20,60,69,,,,-0.0006,0.0009
2.3529999999999998,-0.015764020685303304,-0.002918518736440099,1.6,20,63,73,,,,-0.0004,0.0009
2.411,-0.01320388290334276,-0.0028151045899720865,1.6,20,68,78,,,,-0.0002,0.00054
2.481,-0.00896386250536199,-0.0029345659432292687,1.6,20,73,84,,,,-0.0001,0.0003
2.528,-0.0031409344073443403,-0.00280362100087803,1.6,20,79,91,,,,-0.0001,0.0006
2.6029999999999998,0.0003230650058187808,-0.002435209277476989,1.6,20,83,97,,,,0.0,-5.999999999999989e-05
2.665,0.005977035093074561,-0.0018422702875847644,1.6,20,90,100,,,,0.0,0.0
2.7319999999999998,0.013691306538193839,-0.0010377435457599718,1.6,20,97,100,,,,0.0006,0.0
2.78,0.02333621002494745,-3.4568566561230173e-05,1.6,20,100,100,,,,0.0004,0.00036
2.8529999999999998,0.034782076237106205,0.0008283321355079196,1.6,20,100,100,,,,0.0002,0.0002400000000000001
2.912,0.04418470867661454,0.0019319151708223072,1.6,20,100,100,,,,0.0001,0.00054
2.9779999999999998,0.05590282503861685,0.003260469060538069,1.6,20,100,100,,,,0.0001,0.00072
3.036,0.06977516989139224,0.004798282325811339,1.6,20,100,100,,,,0.0,0.0007800000000000001
3.097,0.08564048780321984,0.006529643487798255,1.6,20,100,100,,,,-0.0019,0.0008399999999999999
3.1639999999999997,0.10333752334237874,0.008029738896409335,1.6,20,100,100,,,,-0.0031,0.0009
3.2279999999999998,0.12270502107714802,0.009777188863055834,1.6,20,100,100,,,,-0.0057,-0.0025199999999999997
3.296,0.14358172557580687,0.01175280314893432,1.6,20,100,100,,,,-0.0079,-0.0069
3.3409999999999997,0.1658063814066343,0.013937391515241355,1.6,20,100,100,,,,-0.0092,-0.00954
3.4099999999999997,0.18921773313790946,0.016311763723173507,1.6,20,100,100,,,,-0.01,-0.011099999999999999
3.472,0.2136545253379115,0.0185428680797971,1.6,20,100,100,,,,-0.0105,-0.012
3.533,0.23895550257491946,0.020990763603382735,1.6,20,71,100,,,,-0.0108,-0.012599999999999998
3.5949999999999998,0.2649594094172125,0.0236335911652109,1.6,20,80,100,,,,-0.0109,-0.012899999999999998
3.661,0.29150499043306966,0.026449491636562093,1.6,20,91,100,,,,-0.011,-0.013139999999999999
3.7209999999999996,0.3184309901907702,0.029416605888716797,1.6,20,100,100,,,,-0.0111,-0.01326
3.782,0.34557615325859303,0.03217064112369067,1.6,20,100,100,,,,-0.0015,-0.01104
3.8459999999999996,0.37277922420481746,0.035103512229792536,1.6,20,100,100,,,,0.004809359316434788,-0.0076494501619973326
3.9059999999999997,0.39616442041589595,0.03819044822737378,1.6,20,64,100,,,,0.0074187186328695765,-0.004078900323994663
3.969,0.4200588734714813,0.041406678136785766,1.6,20,75,100,,,,0.011528077949304365,-0.0003883504859919955
4.033,0.444269741824361,0.044727430978379876,1.6,20,87,100,,,,0.013937437265739152,0.0019221993520106727
4.097,0.4686041839273223,0.04812793577250745,1.6,20,100,100,,,,0.014846796582173942,0.004472749190013341
4.154,0.49286935823315264,0.051236225834399254,1.6,20,100,100,,,,0.015356155898608729,0.00870329902801601
4.218,0.5129623945821905,0.05444705832809408,1.6,20,58,100,,,,0.010465515215043516,0.013953848866018677
4.28,0.5334150693339325,0.05773270992951198,1.6,20,67,100,,,,0.0075748745314783055,0.016384398704021346
4.348,0.5540012923985428,0.061065457314573045,1.6,20,78,100,,,,0.003984233847913093,0.012934948542024012
4.408,0.5744949736861863,0.06441757715919733,1.6,20,91,100,,,,0.0004935931643478813,0.010085498380026682
4.468,0.5946700231070272,0.06736176803977083,1.6,20,100,100,,,,-0.0002970475192173306,0.00801604821802935
4.531000000000001,0.6102599876716998,0.07035313016915061,1.6,20,50,100,,,,-0.0007876882027825424,0.005706598056032019
4.589,0.6259208824606344,0.07336054245030155,1.6,20,62,100,,,,-0.0010783288863477542,0.004297147894034687
4.652,0.6413922605566187,0.07635288378618846,1.6,20,75,100,,,,-0.0011689695699129662,0.003547697732037355
4.718,0.6564136750424403,0.0793106223200987,1.6,20,88,100,,,,-0.001259610253478178,0.0030982475700400227
4.775,0.6745309721603522,0.08198885924084234,1.6,20,100,100,,,,-0.0013502509370433898,0.0028887974080426915
4.836,0.6923822809372813,0.08460345878230438,1.6,20,100,100,,,,-0.0013408916206086017,0.0027993472460453596
4.899,0.7056933903905827,0.08712164329508797,1.6,20,100,100,,,,-0.0014315323041738136,0.002769897084048027
4.961,0.7191125576074084,0.08951063512979625,1.6,20,100,100,,,,-0.0014221729877390255,0.0028004469220506956
5.03,0.7323715776772673,0.09225548496598586,1.6,20,100,100,,,,-0.0014128136713042374,0.0028309967600533637
5.095000000000001,0.750198005461467,0.0946161917213022,1.6,20,100,100,,,,-0.0014034543548694493,0.002921546598056032
5.1530000000000005,0.7682530169761986,0.09690832089007162,1.6,20,100,100,,,,-0.0013940950384346612,0.0029520964360587
5.213,0.7824584568118174,0.09910028754059769,1.6,20,100,100,,,,-0.0013847357219998729,0.003822646274061368
5.284000000000001,0.7972269053025168,0.10116050674118394,1.6,20,100,100,,,,-0.0013753764055650848,0.005113196112064036
5.345000000000001,0.8122923741073136,0.10389339921430403,1.6,20,100,100,,,,-0.0013660170891302966,0.007483745950066705
5.408,0.8273888748852251,0.10658619023597483,1.6,20,100,100,,,,-0.0026566577726955085,0.01165429578806937
5.465,0.8473254768412225,0.1087564144526922,1.6,20,100,100,,,,-0.0040472984562607206,0.014144845626072041
5.53,0.8635954295167705,0.11093020209760095,1.6,20,100,100,,,,-0.0055379391398259325,0.016095395464074708
5.598,0.8809290584850614,0.11307792665201892,1.6,20,100,100,,,,-0.0070285798233911435,0.013425945302077379
5.66,0.8990609295474898,0.11565618290715622,1.6,20,100,100,,,,-0.007919220506956356,0.011116495140080047
5.718,0.9177256085054494,0.11823916401775189,1.6,20,100,100,,,,-0.00910986119052157,0.008627044978082712
5.784000000000001,0.941336229835511,0.12052011403493902,1.6,20,100,100,,,,-0.009800501874086778,0.007157594816085381
5.843,0.9658151922704062,0.12281177458345145,1.6,20,100,100,,,,-0.008291142557651992,0.002448144654088051
5.902,0.9909297560117752,0.12508553148216137,1.6,20,100,100,,,,-0.0073817832412172045,-0.00028130550790928096
5.964,1.016447181261258,0.127312770549941,1.6,20,100,100,,,,-0.004972423924782416,-0.002290755669906612
6.031000000000001,1.0421347282204947,0.12986154569488123,1.6,20,100,100,,,,-0.0028630646083476273,-0.005020205831903946
6.089,1.07227963021799,0.1321683375607882,1.6,20,100,100,,,,-0.0015537052919128392,-0.006609655993901278
6.15,1.1029662063890495,0.13446310101593548,1.6,20,100,100,,,,-0.000744345975478051,-0.0075391061558986085
6.214,1.133993303050805,0.13671819372324753,1.6,20,100,100,,,,-0.0003349866590432628,-0.008048556317895937
6.284000000000001,1.1651597665203877,0.13890597334564866,1.6,20,100,100,,,,-0.0007256273426084747,-0.00831800647989327
6.347,1.1962644431149299,0.14149660809627812,1.6,20,100,100,,,,0.0009837319738263135,-0.007267456641890604
6.402,1.2271061791515627,0.14375942144196388,1.6,20,100,100,,,,0.0020930912902611017,-0.006636906803887935
6.465,1.2574838209474182,0.14602962117056908,1.6,20,100,100,,,,0.00200245060669589,-0.005466356965885267
6.5280000000000005,1.2871962148196276,0.14828051470170558,1.6,20,100,100,,,,0.0007118099231306778,-0.0023758071278825992
6.591,1.3160422070853228,0.15048540945498504,1.6,20,100,100,,,,-0.0012788307604345338,0.00023474271012006832
6.654,1.343820644061636,0.1529995309970095,1.6,20,100,100,,,,-0.0018694714439997458,0.0014652925481227369
6.713,1.3703303720656983,0.15548499418317654,1.6,20,100,100,,,,-0.004760112127564957,0.0030558423861254055
6.7780000000000005,1.3953702374146415,0.15751819722347996,1.6,20,100,100,,,,-0.00655075281113017,0.004406392224128072
6.835,1.418739086425597,0.1595579399643846,1.6,20,60,100,,,,-0.0075413934946953805,0.005216942062130742
6.917000000000001,1.440235765415697,0.16157680094246316,1.6,20,59,100,,,,-0.011432034178260594,0.005007491900133409
6.976,1.4596591207020726,0.16396404456224573,1.6,20,58,100,,,,-0.013722674861825806,0.004918041738136078
7.0360000000000005,1.4768079986018556,0.16635272754196923,1.6,20,57,100,,,,-0.012513315545391018,0.004468591576138746
7.114,1.4960012185590434,0.16848326886280068,1.6,20,58,100,,,,-0.01180395622895623,0.003899141414141414
7.159000000000001,1.513354685824433,0.17061520352822965,1.6,20,-13,100,,,,-0.00809459691252144,0.0012896912521440827
7.226,1.5286988328306472,0.17272202301924153,1.6,20,-12,100,,,,-0.005285237596086652,-0.0006597589098532485
7.2940000000000005,1.5418640920103095,0.17477721881682162,1.6,20,-11,100,,,,-0.004875878279651864,-0.00638920907185058
7.353000000000001,1.5526808957960436,0.17717676289007395,1.6,20,-11,100,,,,-0.004666518963217076,-0.00977865923384791
7.412,1.5657375430698048,0.17929275342308293,1.6,20,-11,100,,,,-0.004457159646782288,-0.011788109395845245
7.4750000000000005,1.5769876861943903,0.18141235708085418,1.6,20,-11,100,,,,-0.0043478003303475,-0.012897559557842575
7.533,1.5862950061450465,0.18350983103968688,1.6,20,-11,100,,,,-0.004338441013912712,-0.01358700971983991
7.598,1.5935231838970194,0.18555943247588014,1.6,20,-11,100,,,,0.0027709183025220767,-0.009356459881837238
7.664000000000001,1.5985359004255557,0.18802163987562534,1.6,20,-9,100,,,,0.006980277618956864,-0.0071659100438345716
7.734,1.606113298703544,0.1901299318576254,1.6,20,-8,100,,,,0.009589636935391652,-0.005815360205831902
7.7780000000000005,1.6121130536340778,0.1922783529002808,1.6,20,-7,100,,,,0.011098996251826442,-0.004944810367829234
7.844,1.6164332030197794,0.19444162769577944,1.6,20,-7,100,,,,0.012008355568261228,-0.004374260529826568
7.912,1.618971784663273,0.19659448093630927,1.6,20,-7,100,,,,0.012617714884696016,-0.004043710691823898
7.976999999999999,1.619626836367181,0.19896027919734002,1.6,20,-6,100,,,,0.0071270742011308045,-0.00299316085382123
8.036999999999999,1.6182963959341272,0.2010163367702709,1.6,20,-8,100,,,,-0.001863566482434407,-8.261101581856197e-05
8.101999999999999,1.6197949631643773,0.20309534863709383,1.6,20,-10,100,,,,-0.009754207165999618,0.0017479388221841052
8.165999999999999,1.6200145697884014,0.20517127011345523,1.6,20,-12,100,,,,-0.013944847849564831,0.003998488660186775
8.225,1.6188876104361993,0.20721805651500183,1.6,20,-14,100,,,,-0.016435488533130045,0.005829038498189442
8.289,1.6163464797377716,0.20955681358340292,1.6,20,-15,100,,,,-0.015926129216695256,0.00615958833619211
8.350999999999999,1.6123235723231182,0.21187863332421245,1.6,20,-15,100,,,,-0.015016769900260466,0.006790138174194779
8.411999999999999,1.6114298514974155,0.21389322297405702,1.6,20,-14,100,,,,-0.01640741058382568,0.002980688012197447
8.482,1.6097855448220018,0.2158991948703933,1.6,20,-15,100,,,,-0.012098051267390891,0.0041512378502001155
8.524,1.6073557413271229,0.21787066262164909,1.6,20,-13,100,,,,-0.009588691950956102,0.004901787688202783
8.594999999999999,1.604105530043025,0.21978173983625218,1.6,20,-12,100,,,,-0.007979332634521313,0.0054123375262054504
8.667,1.5999999999999535,0.22216229687445743,1.6,20,-12,100,,,,-0.0019699733180865257,0.0046028873642081185
8.719,1.5999999999999535,0.22453360850987067,1.6,20,-10,100,,,,0.0029393859983482627,0.0045134372022107875
8.78,1.5999999999999535,0.22657669417344117,1.6,20,-9,100,,,,0.00594874531478305,0.004483987040213456
8.844999999999999,1.5999999999999535,0.22862839943113383,1.6,20,-9,100,,,,0.00895810463121784,0.0022345368782161245
8.91,1.5999999999999535,0.2306641962643129,1.6,20,-8,100,,,,0.010867463947652627,0.00016508671621879266
8.969999999999999,1.5999999999999535,0.23300091246020438,1.6,20,-7,100,,,,0.011276823264087415,-0.0010643634457785398
9.035,1.5999999999999535,0.23533587823243365,1.6,20,-7,100,,,,0.010886182580522201,-0.0013938136077758713
9.091999999999999,1.5999999999999535,0.23723568426476774,1.6,20,-7,100,,,,0.01069554189695699,-0.001543263769773203
9.151,1.5999999999999535,0.23917513527634476,1.6,20,-7,100,,,,0.010604901213391778,-0.0015727139317705347
9.215,1.5999999999999535,0.24112859151783317,1.6,20,-7,100,,,,0.006014260529826568,-0.000822164093767866
9.279,1.5999999999999535,0.24332801044525038,1.6,20,-9,100,,,,0.0020236198462613556,0.00046838574423480175
9.341999999999999,1.5999999999999535,0.24553785829009134,1.6,20,-10,100,,,,-0.004167020837303856,0.00355893558223747
9.404,1.5999999999999535,0.2474797429611491,1.6,20,-11,100,,,,-0.00855766152086907,0.0035294854202401384
9.466999999999999,1.5999999999999535,0.24943740905437267,1.6,20,-12,100,,,,-0.009948302204434281,0.005840035258242805
9.53,1.5999999999999535,0.25138485237891084,1.6,20,-13,100,,,,-0.010738942887999493,0.007670585096245474
9.594999999999999,1.5999999999999535,0.2533774419090238,1.6,20,-13,100,,,,-0.011829583571564703,0.008421134934248141
9.655999999999999,1.5999999999999535,0.2554332620427828,1.6,20,-14,100,,,,-0.011820224255129916,0.009291684772250812
9.715,1.5999999999999535,0.25752645215720815,1.6,20,-14,100,,,,-0.011210864938695128,0.00788223461025348
9.777,1.5999999999999535,0.2596311516293198,1.6,20,-13,100,,,,-0.010901505622260341,0.007132784448256146
9.819999999999999,1.5999999999999535,0.26172149983613796,1.6,20,-13,100,,,,-0.009392146305825551,0.007043334286258815
9.888,1.5999999999999535,0.2634361290830262,1.6,20,-13,100,,,,-0.006482786989390763,0.007073884124261483
9.94,1.5999999999999535,0.2656408044351485,1.6,20,-12,100,,,,-0.004173427672955975,0.0067444339622641505
10.008999999999999,1.5999999999999535,0.26791063199165643,1.6,20,-11,100,,,,0.001815943396226415,0.0039026603773584896
10.058,1.5999999999999535,0.2702202959512358,1.6,20,-10,100,,,,0.003975943396226415,0.0024266603773584906
10.133999999999999,1.5999999999999535,0.27254448051257246,1.6,20,-9,100,,,,0.006075943396226414,0.00267866037735849
10.184999999999999,1.5999999999999535,0.27452496027679857,1.6,20,-8,100,,,,0.0069159433962264144,0.0026066603773584906
10.244,1.5999999999999535,0.2768247287288147,1.6,20,-7,100,,,,0.007455943396226414,0.0023186603773584905
10.312999999999999,1.5999999999999535,0.27918256670356334,1.6,20,-7,100,,,,0.007395943396226415,0.0019226603773584907
10.372,1.5999999999999535,0.28157232644232194,1.6,20,-7,100,,,,0.005415943396226414,0.00217466037735849
10.434999999999999,1.5999999999999535,0.283967860186368,1.6,20,-8,100,,,,0.002715943396226415,0.0018506603773584904
10.513,1.5999999999999535,0.28605773093798315,1.6,20,-9,100,,,,0.000675943396226415,0.0014186603773584906
10.559,1.5999999999999535,0.2884734249242711,1.6,20,-10,100,,,,-0.0008840566037735848,0.001166660377358491
10.626,1.5999999999999535,0.29093140517051197,1.6,20,-11,100,,,,-0.002624056603773585,0.0026066603773584906
10.69,1.5999999999999535,0.2934052846381978,1.6,20,-11,100,,,,-0.005204056603773584,0.0016346603773584904
10.748,1.5999999999999535,0.2958686762888203,1.6,20,-13,100,,,,-0.007124056603773585,0.0013106603773584905
10.809999999999999,1.5999999999999535,0.29801206840662825,1.6,20,-14,100,,,,-0.007904056603773585,0.0015626603773584902
10.876,1.5999999999999535,0.30057050272432817,1.6,20,-14,100,,,,-0.007964056603773586,0.0017066603773584906
10.936,1.5999999999999535,0.30317351670669523,1.6,20,-14,100,,,,-0.008024056603773585,0.0017786603773584909
11.003,1.5999999999999535,0.30579524604952213,1.6,20,-14,100,,,,-0.007664056603773586,0.0013826603773584908
11.184,1.5999999999999535,0.30840982644860127,1.6,20,-14,100,,,,-0.0062840566037735855,0.0015986603773584908
11.257,1.5999999999999535,0.3109913935997255,1.6,20,-13,100,,,,-0.0016040566037735847,0.00217466037735849
11.337,1.5999999999999535,0.3136135083670684,1.6,20,-11,100,,,,0.001575943396226415,0.0023186603773584905
11.414,1.5999999999999535,0.3162713384033296,1.6,20,-10,100,,,,0.0038559433962264147,0.0019226603773584907
11.466,1.5999999999999535,0.3189393212649544,1.6,20,-9,100,,,,0.0055959433962264144,0.0017066603773584906
11.532,1.5999999999999535,0.3215918945083878,1.6,20,-8,100,,,,0.005895943396226414,0.0017786603773584909
11.594999999999999,1.5999999999999535,0.32398703951481295,1.6,20,-8,100,,,,0.005655943396226415,0.0015986603773584908
11.654,1.5999999999999535,0.32636074505245016,1.6,20,-8,100,,,,0.005175943396226414,0.0012746603773584908
11.725999999999999,1.5999999999999535,0.32901010679303844,1.6,20,-9,100,,,,0.004875943396226414,0.001058660377358491
11.777999999999999,1.5999999999999535,0.3316433153074863,1.6,20,-9,100,,,,0.0027759433962264153,0.00257066037735849
11.841999999999999,1.5999999999999535,0.3342352351746257,1.6,20,-10,100,,,,0.000735943396226415,0.00347066037735849
11.913,1.5999999999999535,0.33676073097328835,1.6,20,-10,100,,,,-0.0008840566037735848,0.00375866037735849
11.979999999999999,1.5999999999999535,0.3391141455851085,1.6,20,-11,100,,,,-0.003404056603773585,0.0030386603773584903
12.043,1.5999999999999535,0.3413676406396983,1.6,20,-12,100,,,,-0.004904056603773585,0.00282266037735849
12.104999999999999,1.5999999999999535,0.3438567695921804,1.6,20,-13,100,,,,-0.005804056603773585,0.00246266037735849
12.17,1.5999999999999535,0.3462612597626621,1.6,20,-13,100,,,,-0.005924056603773585,0.0015626603773584902
12.213,1.5999999999999535,0.3485578163437102,1.6,20,-13,100,,,,-0.0056240566037735855,0.0005546603773584909
12.286999999999999,1.5999999999999535,0.35075647877888216,1.6,20,-13,100,,,,-0.005864056603773585,-0.0005253396226415088
12.353,1.5999999999999535,0.3527936733741318,1.6,20,-13,100,,,,-0.005564056603773585,-0.0009213396226415087
12.42,1.5999999999999535,0.35514683324501095,1.6,20,-13,100,,,,-0.0035240566037735843,-2.1339622641509332e-05
12.466,1.5999999999999535,0.3573851774717007,1.6,20,-12,100,,,,-0.0014840566037735848,8.666037735849124e-05
12.535,1.5999999999999535,0.3594891918673801,1.6,20,-11,100,,,,7.594339622641501e-05,-9.333962264150889e-05
12.606,1.5999999999999535,0.3615510536316636,1.6,20,-11,73,,,,0.003375943396226415,0.0004826603773584907
12.663,1.5999999999999535,0.36341628815245447,1.6,20,-10,73,,,,0.004515943396226415,0.0012746603773584908
12.722999999999999,1.5999999999999535,0.3653760797864195,1.6,20,-9,72,,,,0.005235943396226414,0.001994660377358491
12.79,1.5999999999999535,0.3671594762030694,1.6,20,-9,72,,,,0.005655943396226415,0.0024266603773584906
