timestamp,x,angle,theta1,theta2,x_target,phi_target,pwm_x,pwm_phi
0.0,0.0,0.0,0.0,0.0,1.6,20.0,0,0
0.098,-0.010245368012013596,0.000522096865323127,-0.0015,0.0,1.6,20.0,0,10
0.18100000000000002,-0.018248223002723735,0.0013653242642705085,-0.0015,0.0,1.6,20.0,9,100
0.26,-0.02353216247192203,0.0022960279262645615,-0.003,-0.0015,1.6,20.0,17,100
0.30600000000000005,-0.026701761958633424,0.0031605750140536013,-0.003,-0.0015,1.6,20.0,24,100
0.35,-0.029836302992341246,0.004457771604821876,-0.003,-0.0015,1.6,20.0,27,100
0.41700000000000004,-0.03282327645947202,0.006373918054434968,-0.003,-0.0015,1.6,20.0,31,100
0.49,-0.03482524537608598,0.008527683019198682,-0.003,-0.003,1.6,20.0,37,100
0.555,-0.03584096665130739,0.010813259957976759,-0.003,-0.0045,1.6,20.0,43,100
0.621,-0.03597644864559165,0.013233372131543797,-0.0045000000000000005,-0.003,1.6,20.0,48,100
0.681,-0.03529097544790468,0.015823391665154514,-0.0045000000000000005,-0.003,1.6,20.0,53,100
0.745,-0.033759838908431754,0.01867926564555752,-0.0075,-0.018,1.6,20.0,59,100
0.808,-0.031464686108530114,0.02165614191029114,-0.0075,-0.018,1.6,20.0,64,100
0.869,-0.028353771070232875,0.024836999931326757,-0.0075,-0.021,1.6,20.0,69,100
0.933,-0.023955943871171666,0.028616729015253698,-0.010499999999999999,-0.0315,1.6,20.0,74,100
1.01,-0.01912900544642032,0.03223985421897973,-0.0135,-0.0329,1.6,20.0,79,100
1.062,-0.013856925238658103,0.035783438692257634,-0.010499999999999999,-0.0329,1.6,20.0,85,100
1.131,-0.007005416468566771,0.039979374212838155,-0.0075,-0.0285,1.6,20.0,89,100
1.2,-0.0006611753675896152,0.04356407744422101,-0.009,-0.0285,1.6,20.0,94,100
1.245,0.006543542028538583,0.047355360429355786,-0.009,-0.027,1.6,20.0,98,100
1.317,0.015579328802644716,0.05181533851248267,-0.0075,-0.0255,1.6,20.0,100,100
1.379,0.024730407300900707,0.056075668080699775,-0.003,-0.006,1.6,20.0,100,100
1.442,0.034594273722524195,0.06042589084606133,-0.0015,-0.0045,1.6,20.0,100,100
1.504,0.04507700491074317,0.06482055689858214,-0.0015,-0.0045,1.6,20.0,100,100
1.566,0.05660856306731131,0.06942853846195535,-0.0045000000000000005,0.015,1.6,20.0,100,100
1.6320000000000001,0.06903232005404823,0.07417078041155034,-0.009,0.021,1.6,20.0,100,100
1.696,0.08180007513082838,0.07873049110848673,-0.0045000000000000005,0.0255,1.6,20.0,100,100
1.7570000000000001,0.0948779208480342,0.08313382142667894,-0.0045000000000000005,0.0255,1.6,20.0,100,100
1.817,0.10837614792457158,0.08741399887882527,-0.0045000000000000005,0.0255,1.6,20.0,100,100
1.875,0.12390500979052646,0.0920777069656176,-0.0015,0.0315,1.6,20.0,100,100
1.946,0.1401208172979318,0.09671980716561276,-0.003,0.027,1.6,20.0,100,100
2.004,0.15589072252454203,0.10103907131391109,-0.003,0.0225,1.6,20.0,100,100
2.0669999999999997,0.17329746648805416,0.10560440652095024,-0.006,0.021,1.6,20.0,100,100
2.133,0.19091612207155792,0.11002949428251069,-0.0045000000000000005,0.0045,1.6,20.0,100,100
2.1929999999999996,0.20810861407107828,0.1141686381951469,-0.0015,0.0015,1.6,20.0,100,100
2.252,0.22673546989378232,0.11846604013702815,-0.003,-0.0045,1.6,20.0,100,100
2.3179999999999996,0.24636990509232196,0.12280324937775491,-0.0015,-0.006,1.6,20.0,100,100
2.38,0.26576721675493176,0.12691691800583174,0.0,-0.024,1.6,20.0,100,100
2.441,0.28573797495424885,0.1309904124858564,0.0,-0.0285,1.6,20.0,100,100
2.5029999999999997,0.3062374994958085,0.1350155545148954,-0.003,-0.03,1.6,20.0,100,100
2.5639999999999996,0.327938931916426,0.13910174125305313,-0.003,-0.03,1.6,20.0,100,100
2.63,0.35042052576078675,0.14316288033906346,-0.0045000000000000005,-0.0434,1.6,20.0,100,100
2.6919999999999997,0.37266284068179606,0.1470449441991204,-0.003,-0.0449,1.6,20.0,100,100
2.754,0.3956773741977415,0.1509248241576469,-0.003,-0.0449,1.6,20.0,100,100
2.8179999999999996,0.41959036038059455,0.15484537946802113,-0.0075,-0.0434,1.6,20.0,100,100
2.8819999999999997,0.4432892843913752,0.15862293364898047,-0.010499999999999999,-0.0419,1.6,20.0,100,100
2.9419999999999997,0.4669345541535206,0.16226658835962024,-0.0075,-0.0329,1.6,20.0,100,100
3.004,0.491767457543824,0.16598803281692182,-0.0135,-0.018,1.6,20.0,100,100
3.069,0.5164279726094472,0.16960006353706134,-0.012,-0.0075,1.6,20.0,100,100
3.129,0.5412738566223156,0.17315983020352255,-0.010499999999999999,-0.0045,1.6,20.0,100,100
3.1929999999999996,0.5676941009917424,0.176857815430342,-0.010499999999999999,-0.003,1.6,20.0,100,100
3.258,0.5939989973649151,0.1804430881576266,-0.010499999999999999,0.006,1.6,20.0,100,100
3.319,0.6204875323169492,0.1839669421188624,-0.010499999999999999,0.0135,1.6,20.0,100,100
3.383,0.6477040090656874,0.18753458547127852,-0.010499999999999999,0.0165,1.6,20.0,100,100
3.4459999999999997,0.6748343309419835,0.19105310126678873,-0.0135,0.024,1.6,20.0,100,100
3.508,0.7020718813956052,0.19454303303445009,-0.012,0.0255,1.6,20.0,100,100
3.57,0.7292255738746751,0.1979642571629885,-0.012,0.0255,1.6,20.0,100,100
3.63,0.7581188795341074,0.2015338693089163,-0.0135,0.027,1.6,20.0,100,100
