timestamp,x,angle,theta1,theta2,x_target,phi_target,pwm_x,pwm_phi
0.041,0,0,0.0075,-0.0075,1.6,20,0,0
0.094,0,0,0.0075,-0.0075,1.6,20,0,0
0.126,0,0,0.0075,-0.0075,1.6,20,0,0
0.164,0,0,0.0069,-0.0081,1.6,20,0,1
0.222,0,0,0.0065,-0.0084,1.6,20,1,1
0.272,0,0,0.0063,-0.0099,1.6,20,2,2
0.323,0,0,0.0062,-0.0101,1.6,20,3,4
0.352,0,0,0.0067,-0.0109,1.6,20,5,5
0.418,0,0,0.007,-0.0113,1.6,20,6,6
0.476,0,0,0.0078,-0.0122,1.6,20,8,9
0.543,0,0,0.0089,-0.0127,1.6,20,11,12
0.6,0,0,0.0095,-0.013,1.6,20,14,16
0.665,0,0,0.0093,-0.012,1.6,20,17,19
0.728,0,0,0.0092,-0.0114,1.6,20,22,24
0.791,0,0,0.0091,-0.011,1.6,20,26,29
0.852,0,0,0.0091,-0.0108,1.6,20,31,35
0.912,0,0,0.009,-0.0107,1.6,20,36,41
0.942,0,0,0.009,-0.0106,1.6,20,42,48
0.985,0,0,0.009,-0.01,1.6,20,45,51
1.045,0,0,0.0096,-0.0102,1.6,20,49,55
1.103,0,0,0.0094,-0.0103,1.6,20,55,63
1.16,0,0,0.0092,-0.0104,1.6,20,62,70
1.193,0,0,0.0091,-0.0104,1.6,20,68,77
1.228,0,0,0.0091,-0.0104,1.6,20,73,83
1.287,0,0,0.009,-0.0105,1.6,20,77,87
1.354,0,0,0.009,-0.0099,1.6,20,84,96
1.42,0,0,0.009,-0.0095,1.6,20,94,100
1.472,0,0,0.009,-0.0093,1.6,20,100,100
1.509,0,0,0.009,-0.0092,1.6,20,100,100
1.57,0,0,0.009,-0.0091,1.6,20,100,100
1.631,0,0,0.009,-0.0091,1.6,20,100,100
1.687,0,0,0.009,-0.009,1.6,20,100,100
1.754,0,0,0.0078,-0.009,1.6,20,100,100
1.818,0,0,0.0065,-0.009,1.6,20,100,100
1.885,0.1025,0,0.0063,-0.0102,1.6,20,100,100
1.943,0.1025,0,0.0056,-0.0109,1.6,20,100,100
2.008,0.1025,0,0.0051,-0.0113,1.6,20,100,100
2.07,0.1025,0,0.0049,-0.0116,1.6,20,100,100
2.137,0.1025,0.538,0.0035,-0.0147,1.6,20,100,100
2.194,0.255,0.538,0.0027,-0.0178,1.6,20,100,100
2.255,0.255,0.538,0.0022,-0.0227,1.6,20,100,100
2.317,0.255,0.538,0.0025,-0.028,1.6,20,100,100
2.38,0.255,0.538,0.0021,-0.0312,1.6,20,100,100
2.44,0.255,0.538,0.0025,-0.0319,1.6,20,100,100
2.507,0.255,1.978,0.0033,-0.0335,1.6,20,100,100
2.563,0.4075,1.978,0.0038,-0.0309,1.6,20,100,100
2.627,0.4075,1.978,0.0041,-0.0281,1.6,20,100,100
2.701,0.4075,1.978,0.0036,-0.0247,1.6,20,100,100
2.755,0.4075,1.978,0.0052,-0.022,1.6,20,100,100
2.816,0.4075,3.071,0.0073,-0.0174,1.6,20,100,100
2.877,0.4075,3.071,0.0086,-0.0146,1.6,20,100,100
2.938,0.4075,3.071,0.0087,-0.0076,1.6,20,100,100
3.001,0.4075,3.071,0.0082,0.0008,1.6,20,100,100
3.067,0.4075,3.071,0.0061,0.0059,1.6,20,100,100
3.128,0.4075,4.362,0.0061,0.0089,1.6,20,100,100
3.178,0.4075,4.362,0.0054,0.0108,1.6,20,100,100
3.237,0.5525,4.362,0.0051,0.0106,1.6,20,100,100
3.296,0.5525,4.362,0.0042,0.0112,1.6,20,100,100
3.356,0.5525,4.362,0.0037,0.0109,1.6,20,100,100
3.402,0.5525,4.362,0.0034,0.0095,1.6,20,100,100
3.438,0.5525,5.554,0.0021,0.0081,1.6,20,100,100
3.475,0.5525,5.554,0,0.0073,1.6,20,100,100
3.54,0.7,5.554,-0.0012,-0.0004,1.6,20,100,100
3.609,0.7,5.554,-0.0031,-0.0051,1.6,20,100,100
3.666,0.7,5.554,-0.0037,-0.009,1.6,20,100,100
3.732,0.7,5.554,-0.0082,-0.0162,1.6,20,100,100
3.794,0.7,6.718,-0.0103,-0.0211,1.6,20,100,100
3.855,0.8525,6.718,-0.0104,-0.0264,1.6,20,100,100
3.915,0.8525,6.718,-0.0092,-0.0296,1.6,20,100,100
3.964,0.8525,6.718,-0.0073,-0.0322,1.6,20,100,100
4.014,0.8525,6.718,-0.0038,-0.0337,1.6,20,100,100
4.05,0.8525,6.718,-0.0011,-0.0346,1.6,20,100,100
4.113,0.8525,7.883,0.0005,-0.0351,1.6,20,100,100
4.176,1.0075,7.883,0.0021,-0.0361,1.6,20,100,100
4.262,1.0075,7.883,0.0019,-0.0306,1.6,20,95,100
4.301,1.0075,7.883,0.0029,-0.0268,1.6,20,100,100
4.359,1.0075,7.883,0.0042,-0.0232,1.6,20,100,100
4.429,1.0075,8.503,0.0055,-0.0193,1.6,20,100,100
4.504,1.155,8.503,0.0063,-0.0098,1.6,20,100,100
4.557,1.155,8.503,0.0062,-0.0041,1.6,20,82,100
4.617,1.155,8.503,0.0067,-0.0001,1.6,20,90,100
4.681,1.155,8.503,0.0058,0.0024,1.6,20,99,100
4.734,1.155,8.503,0.0053,0.0032,1.6,20,100,100
4.771,1.155,9.58,0.0044,0.0037,1.6,20,100,100
4.812,1.155,9.58,0.0032,0.004,1.6,20,100,100
4.867,1.3025,9.58,0.0025,0.0042,1.6,20,100,100
4.907,1.3025,9.58,0.0009,0.0043,1.6,20,67,100
4.975,1.3025,9.58,0,0.0032,1.6,20,72,100
5.038,1.3025,9.58,-0.0042,-0.0023,1.6,20,80,100
5.088,1.3025,11.102,-0.0055,-0.0056,1.6,20,87,100
5.157,1.455,11.102,-0.0063,-0.0075,1.6,20,92,100
5.227,1.455,11.102,-0.0074,-0.0117,1.6,20,30,100
5.278,1.455,11.102,-0.0068,-0.0148,1.6,20,37,100
5.341,1.455,11.102,-0.0065,-0.0191,1.6,20,41,100
5.405,1.455,12.079,-0.0081,-0.0228,1.6,20,46,100
5.456,1.455,12.079,-0.009,-0.0251,1.6,20,50,100
5.525,1.5825,12.079,-0.0096,-0.0264,1.6,20,54,100
5.596,1.5825,12.079,-0.01,-0.0272,1.6,20,0,100
5.654,1.5825,12.079,-0.0054,-0.0241,1.6,20,4,100
5.715,1.5825,12.079,-0.0026,-0.0229,1.6,20,6,100
5.769,1.5825,12.816,0.0002,-0.0215,1.6,20,9,100
5.835,1.5825,12.816,0.0043,-0.0183,1.6,20,10,100
