timestamp,x,angle,theta1,theta2,x_target,phi_target,pwm_x,pwm_phi
0.095,0.0000,-0.0170,0.0015,0.0000,1.6000,20.0000,0,0
0.193,0.0000,-0.0170,0.0000,0.0000,1.6000,20.0000,0,10
0.276,0.0000,-0.0170,0.0000,0.0000,1.6000,20.0000,9,100
0.355,0.0000,-0.0170,-0.0015,-0.0015,1.6000,20.0000,17,100
0.401,0.0000,-0.0170,-0.0015,-0.0015,1.6000,20.0000,24,100
0.445,0.0000,-0.0170,-0.0015,-0.0015,1.6000,20.0000,27,100
0.512,0.0000,-0.0170,-0.0015,-0.0015,1.6000,20.0000,31,100
0.585,0.0000,-0.0170,-0.0015,-0.0030,1.6000,20.0000,37,100
0.650,0.0000,-0.0170,-0.0015,-0.0045,1.6000,20.0000,43,100
0.716,0.0000,-0.0170,-0.0030,-0.0030,1.6000,20.0000,48,100
0.776,0.0000,-0.0170,-0.0030,-0.0030,1.6000,20.0000,53,100
0.840,0.0000,-0.0170,-0.0060,-0.0180,1.6000,20.0000,59,100
0.903,0.0000,-0.0170,-0.0060,-0.0180,1.6000,20.0000,64,100
0.964,0.0000,-0.0170,-0.0060,-0.0210,1.6000,20.0000,69,100
1.028,0.0000,1.8950,-0.0090,-0.0315,1.6000,20.0000,74,100
1.105,0.0000,1.8950,-0.0120,-0.0329,1.6000,20.0000,79,100
1.157,0.0000,1.8950,-0.0090,-0.0329,1.6000,20.0000,85,100
1.226,0.0000,1.8950,-0.0060,-0.0285,1.6000,20.0000,89,100
1.295,0.0000,1.8950,-0.0075,-0.0285,1.6000,20.0000,94,100
1.340,0.0000,1.8950,-0.0075,-0.0270,1.6000,20.0000,98,100
1.412,0.0000,3.2240,-0.0060,-0.0255,1.6000,20.0000,100,100
1.474,0.0000,3.2240,-0.0015,-0.0060,1.6000,20.0000,100,100
1.537,0.0000,3.2240,0.0000,-0.0045,1.6000,20.0000,100,100
1.599,0.0000,3.2240,0.0000,-0.0045,1.6000,20.0000,100,100
1.661,0.0000,3.2240,-0.0030,0.0150,1.6000,20.0000,100,100
1.727,0.0000,4.2400,-0.0075,0.0210,1.6000,20.0000,100,100
1.791,0.1400,4.2400,-0.0030,0.0255,1.6000,20.0000,100,100
1.852,0.1400,4.2400,-0.0030,0.0255,1.6000,20.0000,100,100
1.912,0.1400,4.2400,-0.0030,0.0255,1.6000,20.0000,100,100
1.970,0.1400,4.2400,0.0000,0.0315,1.6000,20.0000,100,100
2.041,0.1400,5.2350,-0.0015,0.0270,1.6000,20.0000,100,100
2.099,0.3025,5.2350,-0.0015,0.0225,1.6000,20.0000,100,100
2.162,0.3025,5.2350,-0.0045,0.0210,1.6000,20.0000,100,100
2.228,0.3025,5.2350,-0.0030,0.0045,1.6000,20.0000,100,100
2.288,0.3025,5.2350,0.0000,0.0015,1.6000,20.0000,100,100
2.347,0.3025,6.5530,-0.0015,-0.0045,1.6000,20.0000,100,100
2.413,0.3025,6.5530,0.0000,-0.0060,1.6000,20.0000,100,100
2.475,0.3025,6.5530,0.0015,-0.0240,1.6000,20.0000,100,100
2.536,0.3025,6.5530,0.0015,-0.0285,1.6000,20.0000,100,100
2.598,0.3025,6.5530,-0.0015,-0.0300,1.6000,20.0000,100,100
2.659,0.3025,7.4370,-0.0015,-0.0300,1.6000,20.0000,100,100
2.725,0.3025,7.4370,-0.0030,-0.0434,1.6000,20.0000,100,100
2.787,0.4825,7.4370,-0.0015,-0.0449,1.6000,20.0000,100,100
2.849,0.4825,7.4370,-0.0015,-0.0449,1.6000,20.0000,100,100
2.913,0.4825,7.4370,-0.0060,-0.0434,1.6000,20.0000,100,100
2.977,0.4825,8.2830,-0.0090,-0.0419,1.6000,20.0000,100,100
3.037,0.4825,8.2830,-0.0060,-0.0329,1.6000,20.0000,100,100
3.099,0.6575,8.2830,-0.0120,-0.0180,1.6000,20.0000,100,100
3.164,0.6575,8.2830,-0.0105,-0.0075,1.6000,20.0000,100,100
3.224,0.6575,8.2830,-0.0090,-0.0045,1.6000,20.0000,100,100
3.288,0.6575,8.2830,-0.0090,-0.0030,1.6000,20.0000,100,100
3.353,0.6575,9.4640,-0.0090,0.0060,1.6000,20.0000,100,100
3.414,0.8250,9.4640,-0.0090,0.0135,1.6000,20.0000,100,100
3.478,0.8250,9.4640,-0.0090,0.0165,1.6000,20.0000,100,100
3.541,0.8250,9.4640,-0.0120,0.0240,1.6000,20.0000,100,100
3.603,0.8250,9.4640,-0.0105,0.0255,1.6000,20.0000,100,100
3.665,0.8250,10.3980,-0.0105,0.0255,1.6000,20.0000,100,100
3.725,0.8250,10.3980,-0.0120,0.0270,1.6000,20.0000,100,100
3.793,0.9875,10.3980,-0.0045,0.0165,1.6000,20.0000,100,100
3.853,0.9875,10.3980,-0.0090,0.0165,1.6000,20.0000,100,100
3.913,0.9875,10.3980,-0.0060,0.0105,1.6000,20.0000,100,100
3.975,0.9875,11.3980,-0.0030,-0.0060,1.6000,20.0000,100,100
4.035,0.9875,11.3980,0.0000,-0.0090,1.6000,20.0000,100,100
4.097,1.1550,11.3980,0.0015,-0.0180,1.6000,20.0000,100,100
4.165,1.1550,11.3980,0.0015,-0.0210,1.6000,20.0000,100,100
4.222,1.1550,11.3980,0.0015,-0.0300,1.6000,20.0000,100,100
4.290,1.1550,12.5350,0.0000,-0.0285,1.6000,20.0000,100,100
4.352,1.1550,12.5350,0.0015,-0.0300,1.6000,20.0000,100,100
4.410,1.3275,12.5350,0.0015,-0.0300,1.6000,20.0000,100,100
4.475,1.3275,12.5350,0.0045,-0.0315,1.6000,20.0000,100,100
4.538,1.3275,12.5350,0.0030,-0.0300,1.6000,20.0000,100,100
4.606,1.3275,12.5350,0.0000,-0.0270,1.6000,20.0000,100,100
4.651,1.3275,13.1120,0.0030,-0.0255,1.6000,20.0000,100,100
4.700,1.3275,13.1120,-0.0015,-0.0210,1.6000,20.0000,100,100
4.747,1.4950,13.1120,-0.0030,-0.0195,1.6000,20.0000,100,100
4.821,1.4950,13.1120,-0.0030,-0.0195,1.6000,20.0000,100,100
4.883,1.4950,13.1120,-0.0090,0.0015,1.6000,20.0000,100,100
4.946,1.4950,13.1120,-0.0090,0.0075,1.6000,20.0000,99,100
5.007,1.4950,13.5130,-0.0105,0.0135,1.6000,20.0000,94,100
5.069,1.6700,13.5130,-0.0135,0.0165,1.6000,20.0000,90,100
5.131,1.6700,13.5130,-0.0120,0.0165,1.6000,20.0000,85,100
5.192,1.6700,13.5130,-0.0120,0.0180,1.6000,20.0000,81,100
5.257,1.6700,13.5130,-0.0120,0.0180,1.6000,20.0000,76,100
5.316,1.6700,14.4410,-0.0120,0.0090,1.6000,20.0000,71,100
5.377,1.8225,14.4410,-0.0120,0.0090,1.6000,20.0000,66,100
5.440,1.8225,14.4410,-0.0120,0.0030,1.6000,20.0000,61,100
5.508,1.8225,14.4410,-0.0120,0.0045,1.6000,20.0000,56,100
5.567,1.8225,14.4410,-0.0015,-0.0060,1.6000,20.0000,50,100
5.630,1.8225,15.6060,0.0015,-0.0060,1.6000,20.0000,45,100
5.692,1.8225,15.6060,-0.0045,-0.0045,1.6000,20.0000,40,100
5.755,1.8225,15.6060,0.0075,-0.0210,1.6000,20.0000,35,100
5.818,1.8225,15.6060,0.0090,-0.0210,1.6000,20.0000,29,100
5.880,1.8225,15.6060,0.0120,-0.0210,1.6000,20.0000,24,100
5.944,1.8225,16.3090,0.0135,-0.0225,1.6000,20.0000,18,100
6.006,1.8225,16.3090,0.0180,-0.0240,1.6000,20.0000,13,100
6.065,1.8225,16.3090,0.0180,-0.0225,1.6000,20.0000,7,100
6.129,1.8225,16.3090,0.0165,-0.0195,1.6000,20.0000,2,40
6.192,1.8225,16.3090,0.0150,-0.0195,1.6000,20.0000,1,30
6.254,1.8225,16.3090,0.0150,-0.0075,1.6000,20.0000,1,30
6.314,1.8225,16.7480,0.0135,-0.0045,1.6000,20.0000,1,30
6.376,1.8225,16.7480,0.0135,-0.0060,1.6000,20.0000,1,30
6.444,1.8225,16.7480,0.0045,-0.0030,1.6000,20.0000,1,30
6.506,1.8225,16.7480,0.0060,-0.0045,1.6000,20.0000,1,30
6.568,1.8225,16.7480,0.0060,-0.0045,1.6000,20.0000,1,30
6.645,1.8225,17.9290,-0.0075,0.0015,1.6000,20.0000,1,30
6.704,1.8225,17.9290,-0.0105,0.0030,1.6000,20.0000,1,30
6.765,1.8225,17.9290,-0.0180,0.0045,1.6000,20.0000,1,30
6.826,1.8225,17.9290,-0.0180,0.0045,1.6000,20.0000,1,30
6.895,1.8225,17.9290,-0.0195,0.0045,1.6000,20.0000,1,30
6.956,1.8225,18.6160,-0.0195,0.0045,1.6000,20.0000,1,30
7.016,1.8225,18.6160,-0.0195,0.0045,1.6000,20.0000,1,30
7.080,1.8225,18.6160,-0.0135,0.0060,1.6000,20.0000,1,30
7.144,1.8225,18.6160,-0.0120,0.0090,1.6000,20.0000,1,30
7.208,1.8225,18.6160,-0.0030,0.0180,1.6000,20.0000,1,30
7.264,1.8225,18.2260,-0.0015,0.0180,1.6000,20.0000,1,30
7.326,1.8225,18.2260,0.0030,0.0210,1.6000,20.0000,1,30
7.389,1.8225,18.2260,0.0045,0.0210,1.6000,20.0000,1,30
7.454,1.8225,18.2260,0.0150,0.0180,1.6000,20.0000,1,30
7.513,1.8225,18.2260,0.0150,0.0180,1.6000,20.0000,1,30
7.579,1.8225,17.6770,0.0165,0.0165,1.6000,20.0000,1,30
7.644,1.8225,17.6770,0.0195,0.0060,1.6000,20.0000,1,30
7.718,1.8225,17.6770,0.0210,0.0030,1.6000,20.0000,1,30
7.777,1.8225,17.6770,0.0210,-0.0015,1.6000,20.0000,1,30
7.846,1.8225,17.6770,0.0165,-0.0180,1.6000,20.0000,1,30
7.907,1.8225,17.2870,0.0150,-0.0210,1.6000,20.0000,1,30
7.969,1.8225,17.2870,0.0135,-0.0210,1.6000,20.0000,1,30
8.029,1.8225,17.2870,0.0030,-0.0285,1.6000,20.0000,1,30
8.091,1.8225,17.2870,0.0015,-0.0270,1.6000,20.0000,1,30
